key,value,tag,definition_en,definition_ca,definition_es,count_all,count_all_fraction,count_nodes,count_nodes_fraction,count_ways,count_ways_fraction,count_relations,count_relations_fraction,in_wiki,projects
horse,permissive,horse=permissive,An OSM horse tag with value 'permissive' used to describe horse features,Una etiqueta OSM horse amb valor 'permissive' utilitzada per descriure característiques horse,Una etiqueta OSM horse con valor 'permissive' utilizada para describir características horse,27570,0.0,962,0.0,26594,0.0,14,0.0,No,7
source,Starostwo Powiatowe w Kamieniu Pomorskim,source=Starostwo Powiatowe w Kamieniu Pomorskim,An OSM source tag with value 'Starostwo Powiatowe w Kamieniu Pomorskim' used to describe source features,Una etiqueta OSM source amb valor 'Starostwo Powiatowe w Kamieniu Pomorskim' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'Starostwo Powiatowe w Kamieniu Pomorskim' utilizada para describir características source,27559,0.0,18,0.0,27540,0.0,1,0.0,No,0
diameter,70 cm,diameter=70 cm,An OSM diameter tag with value '70 cm' used to describe diameter features,Una etiqueta OSM diameter amb valor '70 cm' utilitzada per descriure característiques diameter,Una etiqueta OSM diameter con valor '70 cm' utilizada para describir características diameter,27555,0.0,27547,0.0001,8,0.0,0,0.0,No,0
light:method,high_pressure_sodium,light:method=high_pressure_sodium,An OSM light:method tag with value 'high_pressure_sodium' used to describe light:method features,Una etiqueta OSM light:method amb valor 'high_pressure_sodium' utilitzada per descriure característiques light:method,Una etiqueta OSM light:method con valor 'high_pressure_sodium' utilizada para describir características light:method,27555,0.0,22915,0.0001,4640,0.0,0,0.0,No,3
source:geometry:date,2019-03-23,source:geometry:date=2019-03-23,An OSM source:geometry:date tag with value '2019-03-23' used to describe source:geometry:date features,Una etiqueta OSM source:geometry:date amb valor '2019-03-23' utilitzada per descriure característiques source:geometry:date,Una etiqueta OSM source:geometry:date con valor '2019-03-23' utilizada para describir características source:geometry:date,27555,0.0,0,0.0,27555,0.0,0,0.0,No,0
addr:postcode,6100,addr:postcode=6100,An OSM addr:postcode tag with value '6100' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '6100' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '6100' utilizada para describir características addr:postcode,27544,0.0,22774,0.0001,4726,0.0,44,0.0,No,0
height,2.80,height=2.80,An OSM height tag with value '2.80' used to describe height features,Una etiqueta OSM height amb valor '2.80' utilitzada per descriure característiques height,Una etiqueta OSM height con valor '2.80' utilizada para describir características height,27543,0.0,48,0.0,27477,0.0,18,0.0,No,0
addr:city,Ingolstadt,addr:city=Ingolstadt,An OSM addr:city tag with value 'Ingolstadt' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Ingolstadt' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Ingolstadt' utilizada para describir características addr:city,27542,0.0,24891,0.0001,2624,0.0,27,0.0,No,0
addr:hamlet,和平里,addr:hamlet=和平里,An OSM addr:hamlet tag with value '和平里' used to describe addr:hamlet features,Una etiqueta OSM addr:hamlet amb valor '和平里' utilitzada per descriure característiques addr:hamlet,Una etiqueta OSM addr:hamlet con valor '和平里' utilizada para describir características addr:hamlet,27539,0.0,27536,0.0001,3,0.0,0,0.0,No,0
addr:city,Lake City,addr:city=Lake City,An OSM addr:city tag with value 'Lake City' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Lake City' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Lake City' utilizada para describir características addr:city,27530,0.0,8889,0.0,18636,0.0,5,0.0,No,0
source:addr,minvskaddress 2024-05,source:addr=minvskaddress 2024-05,An OSM source:addr tag with value 'minvskaddress 2024-05' used to describe source:addr features,Una etiqueta OSM source:addr amb valor 'minvskaddress 2024-05' utilitzada per descriure característiques source:addr,Una etiqueta OSM source:addr con valor 'minvskaddress 2024-05' utilizada para describir características source:addr,27530,0.0,1265,0.0,26231,0.0,34,0.0,No,0
addr:city,Allentown,addr:city=Allentown,An OSM addr:city tag with value 'Allentown' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Allentown' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Allentown' utilizada para describir características addr:city,27528,0.0,1217,0.0,26295,0.0,16,0.0,No,0
leisure,dog_park,leisure=dog_park,An OSM leisure tag with value 'dog_park' used to describe leisure features,Una etiqueta OSM leisure amb valor 'dog_park' utilitzada per descriure característiques leisure,Una etiqueta OSM leisure con valor 'dog_park' utilizada para describir características leisure,27517,0.0,3266,0.0,23749,0.0,502,0.0,Yes,20
addr:municipality,Skanderborg,addr:municipality=Skanderborg,An OSM addr:municipality tag with value 'Skanderborg' used to describe addr:municipality features,Una etiqueta OSM addr:municipality amb valor 'Skanderborg' utilitzada per descriure característiques addr:municipality,Una etiqueta OSM addr:municipality con valor 'Skanderborg' utilizada para describir características addr:municipality,27515,0.0,27515,0.0001,0,0.0,0,0.0,No,0
tiger:county,"Oklahoma, OK","tiger:county=Oklahoma, OK","An OSM tiger:county tag with value 'Oklahoma, OK' used to describe tiger:county features","Una etiqueta OSM tiger:county amb valor 'Oklahoma, OK' utilitzada per descriure característiques tiger:county","Una etiqueta OSM tiger:county con valor 'Oklahoma, OK' utilizada para describir características tiger:county",27502,0.0,0,0.0,27502,0.0,0,0.0,No,0
source,Planimetria de Vitória,source=Planimetria de Vitória,An OSM source tag with value 'Planimetria de Vitória' used to describe source features,Una etiqueta OSM source amb valor 'Planimetria de Vitória' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'Planimetria de Vitória' utilizada para describir características source,27494,0.0,27493,0.0001,1,0.0,0,0.0,No,0
addr:city,Roskilde,addr:city=Roskilde,An OSM addr:city tag with value 'Roskilde' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Roskilde' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Roskilde' utilizada para describir características addr:city,27488,0.0,27478,0.0001,10,0.0,0,0.0,No,0
network,AU:NSW,network=AU:NSW,An OSM network tag with value 'AU:NSW' used to describe network features,Una etiqueta OSM network amb valor 'AU:NSW' utilitzada per descriure característiques network,Una etiqueta OSM network con valor 'AU:NSW' utilizada para describir características network,27472,0.0,0,0.0,27361,0.0,111,0.0,No,1
cuisine,kebab,cuisine=kebab,An OSM cuisine tag with value 'kebab' used to describe cuisine features,Una etiqueta OSM cuisine amb valor 'kebab' utilitzada per descriure característiques cuisine,Una etiqueta OSM cuisine con valor 'kebab' utilizada para describir características cuisine,27468,0.0,24366,0.0001,3086,0.0,16,0.0,Yes,16
addr:housenumber,1500,addr:housenumber=1500,An OSM addr:housenumber tag with value '1500' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '1500' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '1500' utilizada para describir características addr:housenumber,27466,0.0,17305,0.0001,10053,0.0,108,0.0,No,0
addr:housenumber,284,addr:housenumber=284,An OSM addr:housenumber tag with value '284' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '284' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '284' utilizada para describir características addr:housenumber,27454,0.0,16615,0.0001,10816,0.0,23,0.0,No,0
addr:street,Партизанская улица,addr:street=Партизанская улица,An OSM addr:street tag with value 'Партизанская улица' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'Партизанская улица' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'Партизанская улица' utilizada para describir características addr:street,27444,0.0,430,0.0,26989,0.0,25,0.0,No,0
source,Reconocimiento cortográfico de campo 2016 por KG,source=Reconocimiento cortográfico de campo 2016 por KG,An OSM source tag with value 'Reconocimiento cortográfico de campo 2016 por KG' used to describe source features,Una etiqueta OSM source amb valor 'Reconocimiento cortográfico de campo 2016 por KG' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'Reconocimiento cortográfico de campo 2016 por KG' utilizada para describir características source,27437,0.0,19874,0.0001,7557,0.0,6,0.0,No,0
addr:hamlet,仁愛里,addr:hamlet=仁愛里,An OSM addr:hamlet tag with value '仁愛里' used to describe addr:hamlet features,Una etiqueta OSM addr:hamlet amb valor '仁愛里' utilitzada per descriure característiques addr:hamlet,Una etiqueta OSM addr:hamlet con valor '仁愛里' utilizada para describir características addr:hamlet,27432,0.0,27429,0.0001,3,0.0,0,0.0,No,0
landuse,static_caravan,landuse=static_caravan,An OSM landuse tag with value 'static_caravan' used to describe landuse features,Una etiqueta OSM landuse amb valor 'static_caravan' utilitzada per descriure característiques landuse,Una etiqueta OSM landuse con valor 'static_caravan' utilizada para describir características landuse,27428,0.0,0,0.0,27427,0.0,1,0.0,Yes,0
addr:city,Regensburg,addr:city=Regensburg,An OSM addr:city tag with value 'Regensburg' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Regensburg' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Regensburg' utilizada para describir características addr:city,27426,0.0,5869,0.0,21481,0.0,76,0.0,No,0
operator,Dublin City Council,operator=Dublin City Council,An OSM operator tag with value 'Dublin City Council' used to describe operator features,Una etiqueta OSM operator amb valor 'Dublin City Council' utilitzada per descriure característiques operator,Una etiqueta OSM operator con valor 'Dublin City Council' utilizada para describir características operator,27421,0.0,27311,0.0001,106,0.0,4,0.0,No,1
source,"maps4bw, LGL, www.lgl-bw.de","source=maps4bw, LGL, www.lgl-bw.de","An OSM source tag with value 'maps4bw, LGL, www.lgl-bw.de' used to describe source features","Una etiqueta OSM source amb valor 'maps4bw, LGL, www.lgl-bw.de' utilitzada per descriure característiques source","Una etiqueta OSM source con valor 'maps4bw, LGL, www.lgl-bw.de' utilizada para describir características source",27418,0.0,622,0.0,26788,0.0,8,0.0,No,0
circumference,0.3,circumference=0.3,An OSM circumference tag with value '0.3' used to describe circumference features,Una etiqueta OSM circumference amb valor '0.3' utilitzada per descriure característiques circumference,Una etiqueta OSM circumference con valor '0.3' utilizada para describir características circumference,27410,0.0,27400,0.0001,10,0.0,0,0.0,No,0
heritage,3,heritage=3,An OSM heritage tag with value '3' used to describe heritage features,Una etiqueta OSM heritage amb valor '3' utilitzada per descriure característiques heritage,Una etiqueta OSM heritage con valor '3' utilizada para describir características heritage,27408,0.0,5755,0.0,20513,0.0,1140,0.0001,Yes,2
addr:housenumber,8B,addr:housenumber=8B,An OSM addr:housenumber tag with value '8B' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '8B' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '8B' utilizada para describir características addr:housenumber,27407,0.0,20877,0.0001,6511,0.0,19,0.0,No,0
amenity,arts_centre,amenity=arts_centre,An OSM amenity tag with value 'arts_centre' used to describe amenity features,Una etiqueta OSM amenity amb valor 'arts_centre' utilitzada per descriure característiques amenity,Una etiqueta OSM amenity con valor 'arts_centre' utilizada para describir características amenity,27404,0.0,13168,0.0,13743,0.0,493,0.0,Yes,23
source,esri/Lake_County_IL_Buildings,source=esri/Lake_County_IL_Buildings,An OSM source tag with value 'esri/Lake_County_IL_Buildings' used to describe source features,Una etiqueta OSM source amb valor 'esri/Lake_County_IL_Buildings' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'esri/Lake_County_IL_Buildings' utilizada para describir características source,27395,0.0,1,0.0,27394,0.0,0,0.0,No,0
source,GSI ortorectified,source=GSI ortorectified,An OSM source tag with value 'GSI ortorectified' used to describe source features,Una etiqueta OSM source amb valor 'GSI ortorectified' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'GSI ortorectified' utilizada para describir características source,27391,0.0,4964,0.0,22395,0.0,32,0.0,No,0
addr:postcode,31100,addr:postcode=31100,An OSM addr:postcode tag with value '31100' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '31100' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '31100' utilizada para describir características addr:postcode,27381,0.0,26347,0.0001,1023,0.0,11,0.0,No,0
addr:housenumber,282,addr:housenumber=282,An OSM addr:housenumber tag with value '282' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '282' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '282' utilizada para describir características addr:housenumber,27378,0.0,16497,0.0001,10855,0.0,26,0.0,No,0
area:highway,service,area:highway=service,An OSM area:highway tag with value 'service' used to describe area:highway features,Una etiqueta OSM area:highway amb valor 'service' utilitzada per descriure característiques area:highway,Una etiqueta OSM area:highway con valor 'service' utilizada para describir características area:highway,27377,0.0,1,0.0,23777,0.0,3599,0.0003,No,7
addr:district,歸仁區,addr:district=歸仁區,An OSM addr:district tag with value '歸仁區' used to describe addr:district features,Una etiqueta OSM addr:district amb valor '歸仁區' utilitzada per descriure característiques addr:district,Una etiqueta OSM addr:district con valor '歸仁區' utilizada para describir características addr:district,27375,0.0,27320,0.0001,48,0.0,7,0.0,No,0
capacity,15,capacity=15,An OSM capacity tag with value '15' used to describe capacity features,Una etiqueta OSM capacity amb valor '15' utilitzada per descriure característiques capacity,Una etiqueta OSM capacity con valor '15' utilizada para describir características capacity,27367,0.0,10978,0.0,16228,0.0,161,0.0,No,1
addr:city,Gütersloh,addr:city=Gütersloh,An OSM addr:city tag with value 'Gütersloh' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Gütersloh' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Gütersloh' utilizada para describir características addr:city,27365,0.0,2536,0.0,24822,0.0,7,0.0,No,0
addr:city,Den Helder,addr:city=Den Helder,An OSM addr:city tag with value 'Den Helder' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Den Helder' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Den Helder' utilizada para describir características addr:city,27348,0.0,27261,0.0001,87,0.0,0,0.0,No,0
addr:city,Middelburg,addr:city=Middelburg,An OSM addr:city tag with value 'Middelburg' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Middelburg' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Middelburg' utilizada para describir características addr:city,27342,0.0,27170,0.0001,171,0.0,1,0.0,No,0
nhd:fdate,Thu May 27 00:00:00 PDT 2010,nhd:fdate=Thu May 27 00:00:00 PDT 2010,An OSM nhd:fdate tag with value 'Thu May 27 00:00:00 PDT 2010' used to describe nhd:fdate features,Una etiqueta OSM nhd:fdate amb valor 'Thu May 27 00:00:00 PDT 2010' utilitzada per descriure característiques nhd:fdate,Una etiqueta OSM nhd:fdate con valor 'Thu May 27 00:00:00 PDT 2010' utilizada para describir características nhd:fdate,27341,0.0,0,0.0,27333,0.0,8,0.0,No,0
addr:postcode,13774,addr:postcode=13774,An OSM addr:postcode tag with value '13774' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '13774' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '13774' utilizada para describir características addr:postcode,27336,0.0,27336,0.0001,0,0.0,0,0.0,No,0
addr:city,Siegen,addr:city=Siegen,An OSM addr:city tag with value 'Siegen' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Siegen' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Siegen' utilizada para describir características addr:city,27334,0.0,2076,0.0,25228,0.0,30,0.0,No,0
source,ngi,source=ngi,An OSM source tag with value 'ngi' used to describe source features,Una etiqueta OSM source amb valor 'ngi' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'ngi' utilizada para describir características source,27332,0.0,27263,0.0001,67,0.0,2,0.0,No,0
height,10.4,height=10.4,An OSM height tag with value '10.4' used to describe height features,Una etiqueta OSM height amb valor '10.4' utilitzada per descriure característiques height,Una etiqueta OSM height con valor '10.4' utilizada para describir características height,27328,0.0,124,0.0,26866,0.0,338,0.0,No,0
addr:district,Белорецкий район,addr:district=Белорецкий район,An OSM addr:district tag with value 'Белорецкий район' used to describe addr:district features,Una etiqueta OSM addr:district amb valor 'Белорецкий район' utilitzada per descriure característiques addr:district,Una etiqueta OSM addr:district con valor 'Белорецкий район' utilizada para describir características addr:district,27308,0.0,817,0.0,26472,0.0,19,0.0,No,0
addr:postcode,711,addr:postcode=711,An OSM addr:postcode tag with value '711' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '711' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '711' utilizada para describir características addr:postcode,27298,0.0,27251,0.0001,46,0.0,1,0.0,No,0
source:date,2008-09-10,source:date=2008-09-10,An OSM source:date tag with value '2008-09-10' used to describe source:date features,Una etiqueta OSM source:date amb valor '2008-09-10' utilitzada per descriure característiques source:date,Una etiqueta OSM source:date con valor '2008-09-10' utilizada para describir características source:date,27296,0.0,0,0.0,27295,0.0,1,0.0,No,0
piste:grooming,backcountry,piste:grooming=backcountry,An OSM piste:grooming tag with value 'backcountry' used to describe piste:grooming features,Una etiqueta OSM piste:grooming amb valor 'backcountry' utilitzada per descriure característiques piste:grooming,Una etiqueta OSM piste:grooming con valor 'backcountry' utilizada para describir características piste:grooming,27293,0.0,25,0.0,26572,0.0,696,0.0001,No,6
start_date,1914,start_date=1914,An OSM start_date tag with value '1914' used to describe start_date features,Una etiqueta OSM start_date amb valor '1914' utilitzada per descriure característiques start_date,Una etiqueta OSM start_date con valor '1914' utilizada para describir características start_date,27290,0.0,996,0.0,26129,0.0,165,0.0,No,0
memorial,stele,memorial=stele,An OSM memorial tag with value 'stele' used to describe memorial features,Una etiqueta OSM memorial amb valor 'stele' utilitzada per descriure característiques memorial,Una etiqueta OSM memorial con valor 'stele' utilizada para describir características memorial,27281,0.0,26796,0.0001,457,0.0,28,0.0,Yes,13
operator,National Grid,operator=National Grid,An OSM operator tag with value 'National Grid' used to describe operator features,Una etiqueta OSM operator amb valor 'National Grid' utilitzada per descriure característiques operator,Una etiqueta OSM operator con valor 'National Grid' utilizada para describir características operator,27266,0.0,22718,0.0001,4221,0.0,327,0.0,No,1
addr:hamlet,自強里,addr:hamlet=自強里,An OSM addr:hamlet tag with value '自強里' used to describe addr:hamlet features,Una etiqueta OSM addr:hamlet amb valor '自強里' utilitzada per descriure característiques addr:hamlet,Una etiqueta OSM addr:hamlet con valor '自強里' utilizada para describir características addr:hamlet,27262,0.0,27262,0.0001,0,0.0,0,0.0,No,0
addr:street,Нагорная улица,addr:street=Нагорная улица,An OSM addr:street tag with value 'Нагорная улица' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'Нагорная улица' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'Нагорная улица' utilizada para describir características addr:street,27255,0.0,319,0.0,26913,0.0,23,0.0,No,0
source,NHD_import_v0.3_20091103140827,source=NHD_import_v0.3_20091103140827,An OSM source tag with value 'NHD_import_v0.3_20091103140827' used to describe source features,Una etiqueta OSM source amb valor 'NHD_import_v0.3_20091103140827' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'NHD_import_v0.3_20091103140827' utilizada para describir características source,27253,0.0,0,0.0,27253,0.0,0,0.0,No,0
addr:city,Moers,addr:city=Moers,An OSM addr:city tag with value 'Moers' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Moers' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Moers' utilizada para describir características addr:city,27229,0.0,1725,0.0,25497,0.0,7,0.0,No,0
source:date,2014-06-16,source:date=2014-06-16,An OSM source:date tag with value '2014-06-16' used to describe source:date features,Una etiqueta OSM source:date amb valor '2014-06-16' utilitzada per descriure característiques source:date,Una etiqueta OSM source:date con valor '2014-06-16' utilizada para describir características source:date,27223,0.0,12243,0.0,14979,0.0,1,0.0,No,0
source:date,2016-10-31,source:date=2016-10-31,An OSM source:date tag with value '2016-10-31' used to describe source:date features,Una etiqueta OSM source:date amb valor '2016-10-31' utilitzada per descriure característiques source:date,Una etiqueta OSM source:date con valor '2016-10-31' utilizada para describir características source:date,27221,0.0,544,0.0,24386,0.0,2291,0.0002,No,1
maxspeed,45,maxspeed=45,An OSM maxspeed tag with value '45' used to describe maxspeed features,Una etiqueta OSM maxspeed amb valor '45' utilitzada per descriure característiques maxspeed,Una etiqueta OSM maxspeed con valor '45' utilizada para describir características maxspeed,27211,0.0,239,0.0,26965,0.0,7,0.0,Yes,1
source:date,2021-05-08,source:date=2021-05-08,An OSM source:date tag with value '2021-05-08' used to describe source:date features,Una etiqueta OSM source:date amb valor '2021-05-08' utilitzada per descriure característiques source:date,Una etiqueta OSM source:date con valor '2021-05-08' utilizada para describir características source:date,27204,0.0,5761,0.0,21433,0.0,10,0.0,No,0
building,parking,building=parking,An OSM building tag with value 'parking' used to describe building features,Una etiqueta OSM building amb valor 'parking' utilitzada per descriure característiques building,Una etiqueta OSM building con valor 'parking' utilizada para describir características building,27179,0.0,32,0.0,26456,0.0,691,0.0001,Yes,4
addr:district,الخصوص,addr:district=الخصوص,An OSM addr:district tag with value 'الخصوص' used to describe addr:district features,Una etiqueta OSM addr:district amb valor 'الخصوص' utilitzada per descriure característiques addr:district,Una etiqueta OSM addr:district con valor 'الخصوص' utilizada para describir características addr:district,27177,0.0,27177,0.0001,0,0.0,0,0.0,No,0
addr:district:en,Al Khosous,addr:district:en=Al Khosous,An OSM addr:district:en tag with value 'Al Khosous' used to describe addr:district:en features,Una etiqueta OSM addr:district:en amb valor 'Al Khosous' utilitzada per descriure característiques addr:district:en,Una etiqueta OSM addr:district:en con valor 'Al Khosous' utilizada para describir características addr:district:en,27177,0.0,27177,0.0001,0,0.0,0,0.0,No,0
source:date,2003-08-12,source:date=2003-08-12,An OSM source:date tag with value '2003-08-12' used to describe source:date features,Una etiqueta OSM source:date amb valor '2003-08-12' utilitzada per descriure característiques source:date,Una etiqueta OSM source:date con valor '2003-08-12' utilizada para describir características source:date,27177,0.0,1,0.0,27176,0.0,0,0.0,No,0
addr:housenumber,416,addr:housenumber=416,An OSM addr:housenumber tag with value '416' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '416' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '416' utilizada para describir características addr:housenumber,27175,0.0,14382,0.0001,12762,0.0,31,0.0,No,0
addr:district,Raionul Soroca,addr:district=Raionul Soroca,An OSM addr:district tag with value 'Raionul Soroca' used to describe addr:district features,Una etiqueta OSM addr:district amb valor 'Raionul Soroca' utilitzada per descriure característiques addr:district,Una etiqueta OSM addr:district con valor 'Raionul Soroca' utilizada para describir características addr:district,27174,0.0,27174,0.0001,0,0.0,0,0.0,No,0
addr:city,Wayne,addr:city=Wayne,An OSM addr:city tag with value 'Wayne' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Wayne' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Wayne' utilizada para describir características addr:city,27170,0.0,8215,0.0,18928,0.0,27,0.0,No,0
ferry,yes,ferry=yes,An OSM ferry tag with value 'yes' used to describe ferry features,Una etiqueta OSM ferry amb valor 'yes' utilitzada per descriure característiques ferry,Una etiqueta OSM ferry con valor 'yes' utilizada para describir características ferry,27153,0.0,23502,0.0001,3381,0.0,270,0.0,Yes,5
addr:postcode,27703,addr:postcode=27703,An OSM addr:postcode tag with value '27703' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '27703' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '27703' utilizada para describir características addr:postcode,27151,0.0,21840,0.0001,5307,0.0,4,0.0,No,0
addr:street,Kościelna,addr:street=Kościelna,An OSM addr:street tag with value 'Kościelna' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'Kościelna' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'Kościelna' utilizada para describir características addr:street,27135,0.0,8824,0.0,18299,0.0,12,0.0,No,0
source,"Environmental Studies Centre, Vitoria-Gasteiz municipality","source=Environmental Studies Centre, Vitoria-Gasteiz municipality","An OSM source tag with value 'Environmental Studies Centre, Vitoria-Gasteiz municipality' used to describe source features","Una etiqueta OSM source amb valor 'Environmental Studies Centre, Vitoria-Gasteiz municipality' utilitzada per descriure característiques source","Una etiqueta OSM source con valor 'Environmental Studies Centre, Vitoria-Gasteiz municipality' utilizada para describir características source",27135,0.0,26368,0.0001,766,0.0,1,0.0,No,0
addr:housenumber,332,addr:housenumber=332,An OSM addr:housenumber tag with value '332' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '332' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '332' utilizada para describir características addr:housenumber,27132,0.0,15436,0.0001,11668,0.0,28,0.0,No,0
shape,circular,shape=circular,An OSM shape tag with value 'circular' used to describe shape features,Una etiqueta OSM shape amb valor 'circular' utilitzada per descriure característiques shape,Una etiqueta OSM shape con valor 'circular' utilizada para describir características shape,27129,0.0,4660,0.0,22461,0.0,8,0.0,No,4
addr:housenumber,802,addr:housenumber=802,An OSM addr:housenumber tag with value '802' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '802' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '802' utilizada para describir características addr:housenumber,27127,0.0,19322,0.0001,7788,0.0,17,0.0,No,0
addr:housenumber,63號,addr:housenumber=63號,An OSM addr:housenumber tag with value '63號' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '63號' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '63號' utilizada para describir características addr:housenumber,27126,0.0,27124,0.0001,2,0.0,0,0.0,No,0
addr:city,مدينة أكتوبر الجديدة,addr:city=مدينة أكتوبر الجديدة,An OSM addr:city tag with value 'مدينة أكتوبر الجديدة' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'مدينة أكتوبر الجديدة' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'مدينة أكتوبر الجديدة' utilizada para describir características addr:city,27125,0.0,27125,0.0001,0,0.0,0,0.0,No,0
addr:city:en,New October City,addr:city:en=New October City,An OSM addr:city:en tag with value 'New October City' used to describe addr:city:en features,Una etiqueta OSM addr:city:en amb valor 'New October City' utilitzada per descriure característiques addr:city:en,Una etiqueta OSM addr:city:en con valor 'New October City' utilizada para describir características addr:city:en,27125,0.0,27125,0.0001,0,0.0,0,0.0,No,0
addr:hamlet,中原里,addr:hamlet=中原里,An OSM addr:hamlet tag with value '中原里' used to describe addr:hamlet features,Una etiqueta OSM addr:hamlet amb valor '中原里' utilitzada per descriure característiques addr:hamlet,Una etiqueta OSM addr:hamlet con valor '中原里' utilizada para describir características addr:hamlet,27118,0.0,27118,0.0001,0,0.0,0,0.0,No,0
addr:postcode,83709,addr:postcode=83709,An OSM addr:postcode tag with value '83709' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '83709' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '83709' utilizada para describir características addr:postcode,27114,0.0,6441,0.0,20669,0.0,4,0.0,No,0
addr:city,Oldham,addr:city=Oldham,An OSM addr:city tag with value 'Oldham' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Oldham' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Oldham' utilizada para describir características addr:city,27094,0.0,26319,0.0001,770,0.0,5,0.0,No,0
operator,Norfolk Southern Railway,operator=Norfolk Southern Railway,An OSM operator tag with value 'Norfolk Southern Railway' used to describe operator features,Una etiqueta OSM operator amb valor 'Norfolk Southern Railway' utilitzada per descriure característiques operator,Una etiqueta OSM operator con valor 'Norfolk Southern Railway' utilizada para describir características operator,27079,0.0,287,0.0,26781,0.0,11,0.0,No,0
