key,value,tag,definition_en,definition_ca,definition_es,count_all,count_all_fraction,count_nodes,count_nodes_fraction,count_ways,count_ways_fraction,count_relations,count_relations_fraction,in_wiki,projects,key_ca,value_ca,key_es,value_es,number
line_management,branch,line_management=branch,,maneig de línia	=	branca,manejo de linea	=	rama,45944,,45938,0,6,,,,Yes,2,maneig de línia,branca,manejo de linea,rama,17007
line_management,cross,,,maneig de línia	=	creuar,manejo de linea	=	cruzar,,,,,,,,,,,maneig de línia,creuar,manejo de linea,cruzar,17012
line_management,split,line_management=split,,maneig de línia	=	separar,manejo de linea	=	separar,13207,,13201,,6,,,,Yes,2,maneig de línia,separar,manejo de linea,separar,17011
line_management,straight,line_management=straight,,maneig de línia	=	directe,manejo de linea	=	directo,56740,,56735,0,5,,,,Yes,2,maneig de línia,directe,manejo de linea,directo,17008
line_management,termination,line_management=termination,,maneig de línia	=	terminació,manejo de linea	=	terminación,17397,,17308,0,89,,,,Yes,2,maneig de línia,terminació,manejo de linea,terminación,17010
line_management,transition,line_management=transition,,maneig de línia	=	transició,manejo de linea	=	transición,35416,,35365,0,51,,,,Yes,2,maneig de línia,transició,manejo de linea,transición,17009
line_management,transpose,,,maneig de línia	=	transposar,manejo de linea	=	transponer,,,,,,,,,,,maneig de línia,transposar,manejo de linea,transponer,17013
lines,phone,,,línies	=	telèfon,líneas	=	teléfono,,,,,,,,,,,línies,telèfon,líneas,teléfono,17014
listed_status,Grade II,listed_status=Grade II,,,,20853,,4645,,15865,,343,,No,,,,,,6690
listed_status,Grade_I,,,estat llistat	=	Grau I,estado listado	=	Grado I,,,,,,,,,,,estat llistat,Grau I,estado listado,Grado I,17042
listed_status,Grade␣II,,,llistat_estat	=	Grau␣II,listado_estado	=	Grado␣II,,,,,,,,,,,llistat_estat,Grau␣II,listado_estado,Grado␣II,17041
lit,24/07/23,,,il·luminat	=	*,iluminado	=	*,,,,,,,,,,,il·luminat,*,iluminado,*,17052
lit,24/7,lit=24/7,,comprovar Data	=	24/07/25,iluminado	=	24/07/25,20591,,180,,20384,,27,,No,8,comprovar Data,24/07/25,iluminado,24/07/25,17047
lit,automatic,lit=automatic,,il·luminat	=	automàtic,iluminado	=	automático,24751,,5051,,19692,,8,,Yes,4,il·luminat,automàtic,iluminado,automático,17046
lit,disused,,,il·luminat	=	en desús,iluminado	=	en desuso,,,,,,,,,,,il·luminat,en desús,iluminado,en desuso,17053
lit,dusk-dawn,,,il·luminat	=	clarejar,iluminado	=	amanecer,,,,,,,,,,,il·luminat,clarejar,iluminado,amanecer,17050
lit,interval,,,il·luminat	=	interval,iluminado	=	intervalo,,,,,,,,,,,il·luminat,interval,iluminado,intervalo,17051
lit,limited,,,il·luminat	=	limitat,iluminado	=	limitado,,,,,,,,,,,il·luminat,limitat,iluminado,limitado,17048
lit,no,lit=no,,il·luminat	=	no,iluminado	=	no,3116947,0,331229,0,2783776,0,1942,0,Yes,16,il·luminat,no,iluminado,no,17044
lit,"sunset-00:00,05:00-sunrise␣UTC",,,"il·luminat	=	capvespre-00:00,05:00-amanir␣UTC","iluminado	=	atardecer-00:00,05:00-amanecer␣UTC",,,,,,,,,,,il·luminat,"capvespre-00:00,05:00-amanir␣UTC",iluminado,"atardecer-00:00,05:00-amanecer␣UTC",17049
lit,sunset-sunrise,,,il·luminat	=	Capvespre Clarejar,iluminado	=	Atardecer Amanecer,,,,,,,,,,,il·luminat,Capvespre Clarejar,iluminado,Atardecer Amanecer,17045
lit,yes,lit=yes,,il·luminat	=	sí,iluminado	=	sí,10470604,0,485538,0,9964791,0,20275,0,Yes,17,il·luminat,sí,iluminado,sí,17043
lit:perceived,colorless,,,encès: percebut	=	incolor,encendido: percibido	=	incoloro,,,,,,,,,,,encès: percebut,incolor,encendido: percibido,incoloro,17056
lit:perceived,daylike,,,encès: percebut	=	diürn,encendido: percibido	=	diurno,,,,,,,,,,,encès: percebut,diürn,encendido: percibido,diurno,17055
lit:perceived,good,,,encès: percebut	=	bé,encendido: percibido	=	bueno,,,,,,,,,,,encès: percebut,bé,encendido: percibido,bueno,17054
lit:perceived,minimal,,,encès: percebut	=	mínim,encendido: percibido	=	mínimo,,,,,,,,,,,encès: percebut,mínim,encendido: percibido,mínimo,17057
lit:perceived,none,,,encès: percebut	=	cap,encendido: percibido	=	ninguno,,,,,,,,,,,encès: percebut,cap,encendido: percibido,ninguno,17058
lit:perceived,poor,,,encès: percebut	=	pobre,encendido: percibido	=	pobre,,,,,,,,,,,encès: percebut,pobre,encendido: percibido,pobre,17059
living_street,yes,living_street=yes,,viure_carrer	=	sí,vivir_calle	=	sí,321596,,36,,321545,0,15,,Yes,2,viure_carrer,sí,vivir_calle,sí,17060
loading_gauge,GB,,,indicador_de_càrrega	=	ÉS,indicador_de_carga	=	ES,,,,,,,,,,,indicador_de_càrrega,ÉS,indicador_de_carga,ES,17061
loading_gauge,GC,,,indicador_de_càrrega	=	CG,indicador_de_carga	=	CG,,,,,,,,,,,indicador_de_càrrega,CG,indicador_de_carga,CG,17062
loading_gauge,TSI_GA,loading_gauge=TSI_GA,,,,21764,,,,21762,,2,,No,2,,,,,6455
loading_gauge,TSI_GB,loading_gauge=TSI_GB,,,,28905,,,,28905,,,,No,2,,,,,5098
loading_gauge,TSI_GB1,loading_gauge=TSI_GB1,,,,31883,,1,,31882,,,,No,2,,,,,4713
loading_gauge,TSI_GC,loading_gauge=TSI_GC,,,,39589,,,,39589,,,,No,2,,,,,3958
local_authority:IN,gram_panchayat,local_authority:IN=gram_panchayat,,autoritat_local:IN	=	gram_panchayat,autoridad_local:IN	=	gram_panchayat,11332,,1,,2,,11329,0,No,,autoritat_local:IN,gram_panchayat,autoridad_local:IN,gram_panchayat,17063
local_ref,1,local_ref=1,,,,38162,,33714,0,4279,,169,,No,,,,,,4076
local_ref,2,local_ref=2,,llum: compte	=	*,local_ref	=	*,33591,,29881,0,3587,,123,,No,,llum: compte,*,local_ref,*,17064
local_ref,A,local_ref=A,,,,12861,,11796,,1047,,18,,No,,,,,,10488
local_ref,B,local_ref=B,,,,11966,,10971,,977,,18,,No,,,,,,11244
locality,subtownland,,,localitat	=	suburbi,localidad	=	suburbio,,,,,,,,,,,localitat,suburbi,localidad,suburbio,17066
locality,townland,locality=townland,,localitat	=	ciutat,localidad	=	ciudad,67007,,5992,,1,,61014,0,Yes,4,localitat,ciutat,localidad,ciudad,17065
localizer,yes,,,localitzador	=	si,localizador	=	si,,,,,,,,,,,localitzador,si,localizador,si,17067
location,bridge,,,localització	=	pont,localización	=	puente,,,,,,,,,,,localització,pont,localización,puente,17081
location,cave,,,localització	=	cova,localización	=	cueva,,,,,,,,,,,localització,cova,localización,cueva,17083
location,ground,location=ground,,localització	=	terrestre,localización	=	terrestre,10444,,849,,9578,,17,,No,,localització,terrestre,localización,terrestre,17077
location,indoor,location=indoor,,ubicació	=	interior,ubicación	=	interior,82428,,25326,0,56239,,863,0,Yes,12,ubicació,interior,ubicación,interior,17073
location,kiosk,,,localització	=	quiosc,localización	=	quiosco,,,,,,,,,,,localització,quiosc,localización,quiosco,17078
location,outdoor,location=outdoor,,ubicació	=	exterior,ubicación	=	exterior,492133,,188193,0,302871,0,1069,0,Yes,8,ubicació,exterior,ubicación,exterior,17070
location,overground,location=overground,,ubicació	=	de superfície,ubicación	=	de superficie,307734,,41688,0,266013,0,33,,Yes,7,ubicació,de superfície,ubicación,de superficie,17071
location,overhead,location=overhead,,ubicació	=	despeses generals,ubicación	=	gastos generales,30931,,3405,,27518,,8,,Yes,7,ubicació,despeses generals,ubicación,gastos generales,17074
location,pavement,,,localització	=	paviment,localización	=	pavimento,,,,,,,,,,,localització,paviment,localización,pavimento,17080
location,platform,,,localització	=	plataforma,localización	=	plataforma,,,,,,,,,,,localització,plataforma,localización,plataforma,17082
location,pole,location=pole,,localització	=	pol,localización	=	polo,14830,,14813,0,17,,,,No,,localització,pol,localización,polo,17076
location,roof,location=roof,,ubicació	=	sostre,ubicación	=	techo,1047916,0,660219,0,384528,0,3169,0,Yes,7,ubicació,sostre,ubicación,techo,17068
location,rooftop,,,localització	=	sostre,localización	=	techo,,,,,,,,,,,localització,sostre,localización,techo,17079
location,surface,location=surface,,ubicació	=	superfície,ubicación	=	superficie,1304152,0,6357,,1297461,0,334,,Yes,5,ubicació,superfície,ubicación,superficie,17072
location,tunnel,,,localització	=	túnel,localización	=	túnel,,,,,,,,,,,localització,túnel,localización,túnel,17084
location,underground,location=underground,,ubicació	=	sota terra,ubicación	=	bajo tierra,428668,,41187,0,386633,0,848,0,Yes,51,ubicació,sota terra,ubicación,bajo tierra,17069
location,underwater,location=underwater,,localització	=	submarí,localización	=	submarino,21950,,306,,21635,,9,,Yes,7,localització,submarí,localización,submarino,17075
location:accuracy,1.5,location:accuracy=1.5,,ubicació: precisió	=	*,ubicación: precisión	=	*,12405,,,,12405,,,,No,,ubicació: precisió,*,ubicación: precisión,*,17086
location:accuracy,2.5,location:accuracy=2.5,,ubicació: precisió	=	*,ubicación: precisión	=	*,23348,,1,,23347,,,,No,,ubicació: precisió,*,ubicación: precisión,*,17085
location:transition,yes,location:transition=yes,,ubicació: transició	=	sí,ubicación: transición	=	sí,174059,,173798,0,261,,,,Yes,2,ubicació: transició,sí,ubicación: transición,sí,17087
lock,yes,lock=yes,,tancar	=	sí,cerrar	=	sí,11604,,307,,11273,,24,,Yes,8,tancar,sí,cerrar,sí,17088
lockable,no,lockable=no,,bloquejable	=	no,bloqueable	=	no,31979,,29578,0,2399,,2,,No,2,bloquejable,no,bloqueable,no,17089
lockable,yes,lockable=yes,,,,12557,,4893,,7660,,4,,No,2,,,,,10715
locked,no,locked=no,,bloquejat	=	no,bloqueado	=	no,34805,,32606,0,2198,,1,,Yes,1,bloquejat,no,bloqueado,no,17091
locked,yes,locked=yes,,bloquejat	=	sí,bloqueado	=	sí,128510,,117602,0,10906,,2,,Yes,4,bloquejat,sí,bloqueado,sí,17090
logistics,aerospace,,,logística	=	aeroespacial,logística	=	aeroespacial,,,,,,,,,,,logística,aeroespacial,logística,aeroespacial,17092
logistics,hgv,,,logística	=	vhg,logística	=	vhg,,,,,,,,,,,logística,vhg,logística,vhg,17094
logistics,railway,,,logística	=	ferrocarril,logística	=	ferrocarril,,,,,,,,,,,logística,ferrocarril,logística,ferrocarril,17093
logistics,spaceflight,,,logística	=	vol espacial,logística	=	vuelo espacial,,,,,,,,,,,logística,vol espacial,logística,vuelo espacial,17095
lottery,yes,,,loteria	=	si,lotería	=	si,,,,,,,,,,,loteria,si,lotería,si,17096
love_locks,yes,,,cadenats d'amor	=	si,candados de amor	=	si,,,,,,,,,,,cadenats d'amor,si,candados de amor,si,17097
luminous,no,luminous=no,,lluminós	=	no,luminoso	=	no,33757,,32620,0,1136,,1,,No,4,lluminós,no,luminoso,no,17098
luminous,yes,luminous=yes,,,,14811,,14137,0,674,,,,No,4,,,,,9163
magic_wand,yes,magic_wand=yes,,,,18905,,,,18464,,441,,No,,,,,,7335
maintenance,gritting,maintenance=gritting,,manteniment	=	sorra,mantenimiento	=	arenilla,26554,,38,,26516,,,,Yes,,manteniment,sorra,mantenimiento,arenilla,17099
maintenance,salting,maintenance=salting,,manteniment	=	salaó,mantenimiento	=	salazón,19057,,,,19051,,6,,No,,manteniment,salaó,mantenimiento,salazón,17100
male,yes,male=yes,,masculí	=	sí,masculino	=	sí,92806,,76784,0,15814,,208,,No,20,masculí,sí,masculino,sí,17101
man_made,MDF,,,artificial	=	MDF,artificial	=	MDF,,,,,,,,,,,artificial,MDF,artificial,MDF,17180
man_made,Nesting_site,,,fet per l'home	=	Lloc de nidificació,hecho por el hombre	=	Sitio de anidación,,,,,,,,,,,fet per l'home,Lloc de nidificació,hecho por el hombre,Sitio de anidación,17266
man_made,adit,man_made=adit,,artificial	=	entrada,artificial	=	entrada,22185,,21499,0,681,,5,,Yes,14,artificial,entrada,artificial,entrada,17140
man_made,advertising,man_made=advertising,,artificial	=	publicitat,artificial	=	publicidad,18043,,17013,0,1024,,6,,Yes,3,artificial,publicitat,artificial,publicidad,17142
man_made,animal_trap,,,fet per l'home	=	trampa per a animals,hecho por el hombre	=	trampa para animales,,,,,,,,,,,fet per l'home,trampa per a animals,hecho por el hombre,trampa para animales,17272
man_made,antenna,man_made=antenna,,artificial	=	antena,artificial	=	antena,43774,,42499,0,655,,620,,Yes,12,artificial,antena,artificial,antena,17131
man_made,archimedes_screw,,,fet per l'home	=	cargol d'Arquimedes,hecho por el hombre	=	tornillo de Arquímedes,,,,,,,,,,,fet per l'home,cargol d'Arquimedes,hecho por el hombre,tornillo de Arquímedes,17270
man_made,architecture_line,,,fet per l'home	=	línia d'arquitectura,hecho por el hombre	=	línea de arquitectura,,,,,,,,,,,fet per l'home,línia d'arquitectura,hecho por el hombre,línea de arquitectura,17248
man_made,avalanche_protection,man_made=avalanche_protection,,artificial	=	protecció_allau,artificial	=	protección_avalancha,14576,,258,,14318,,,,Yes,3,artificial,protecció_allau,artificial,protección_avalancha,17153
man_made,basin,,,artificial	=	conca,artificial	=	cuenca,,,,,,,,,,,artificial,conca,artificial,cuenca,17174
man_made,beacon,,,artificial	=	Far,artificial	=	Faro,,,,,,,,,,,artificial,Far,artificial,Faro,17149
man_made,beam,,,artificial	=	fes,artificial	=	haz,,,,,,,,,,,artificial,fes,artificial,haz,17163
man_made,beehive,,,fet per l'home	=	Rusc,hecho por el hombre	=	Colmena,,,,,,,,,,,fet per l'home,Rusc,hecho por el hombre,Colmena,17227
man_made,bioreactor,,,fet per l'home	=	bioreactor,hecho por el hombre	=	biorreactor,,,,,,,,,,,fet per l'home,bioreactor,hecho por el hombre,biorreactor,17212
man_made,bioswale,,,artificial	=	canal biològic,artificial	=	canal biologico,,,,,,,,,,,artificial,canal biològic,artificial,canal biologico,17187
man_made,bird_feeder,,,fet per l'home	=	menjadora per a ocells,hecho por el hombre	=	comedero para pájaros,,,,,,,,,,,fet per l'home,menjadora per a ocells,hecho por el hombre,comedero para pájaros,17229
man_made,borehole,,,artificial	=	pou,artificial	=	pozo,,,,,,,,,,,artificial,pou,artificial,pozo,17193
man_made,breakwater,man_made=breakwater,,artificial	=	escullera,artificial	=	rompeolas,60434,,5,,58818,0,1611,0,Yes,17,artificial,escullera,artificial,rompeolas,17123
man_made,bridge,man_made=bridge,,artificial	=	pont,artificial	=	puente,290052,,320,,284113,0,5619,0,Yes,19,artificial,pont,artificial,puente,17114
man_made,bunker_silo,man_made=bunker_silo,,artificial	=	búnquer_silo,artificial	=	búnker_silo,68417,,540,,67810,0,67,,Yes,11,artificial,búnquer_silo,artificial,búnker_silo,17125
man_made,buoy,,,fet per l'home	=	boia,hecho por el hombre	=	boya,,,,,,,,,,,fet per l'home,boia,hecho por el hombre,boya,17216
man_made,cairn,man_made=cairn,,artificial	=	fita,artificial	=	mojón,12334,,11608,,721,,5,,Yes,10,artificial,fita,artificial,mojón,17151
man_made,campanile,,,fet per l'home	=	campanar,hecho por el hombre	=	campanario,,,,,,,,,,,fet per l'home,campanar,hecho por el hombre,campanario,17220
man_made,canopy,,,artificial	=	pavelló,artificial	=	pabellón,,,,,,,,,,,artificial,pavelló,artificial,pabellón,17197
man_made,carpet_hanger,,,fet per l'home	=	penjador de catifes,hecho por el hombre	=	colgador de alfombras,,,,,,,,,,,fet per l'home,penjador de catifes,hecho por el hombre,colgador de alfombras,17226
man_made,cellar_entrance,,,artificial	=	entrada_celler,artificial	=	entrada_bodega,,,,,,,,,,,artificial,entrada_celler,artificial,entrada_bodega,17185
man_made,ceremonial_gate,man_made=ceremonial_gate,,,,11198,,8387,,2810,,1,,Yes,1,,,,,12014
man_made,charge_point,man_made=charge_point,,,,23634,,23559,0,75,,,,Yes,6,,,,,6011
man_made,chiller,,,artificial	=	refredador,artificial	=	enfriador,,,,,,,,,,,artificial,refredador,artificial,enfriador,17201
man_made,chimney,man_made=chimney,,artificial	=	Xemeneia,artificial	=	Chimenea,110793,,95108,0,15623,,62,,Yes,17,artificial,Xemeneia,artificial,Chimenea,17121
man_made,chute_block,,,fet per l'home	=	bloc de rampa,hecho por el hombre	=	bloque de rampa,,,,,,,,,,,fet per l'home,bloc de rampa,hecho por el hombre,bloque de rampa,17214
man_made,clarifier,,,fet per l'home	=	clarificador,hecho por el hombre	=	clarificador,,,,,,,,,,,fet per l'home,clarificador,hecho por el hombre,clarificador,17225
man_made,clearcut,man_made=clearcut,,artificial	=	és clar,artificial	=	claro,71854,,31,,67094,0,4729,0,Yes,3,artificial,és clar,artificial,claro,17126
man_made,column,,,artificial	=	columna,artificial	=	columna,,,,,,,,,,,artificial,columna,artificial,columna,17191
man_made,communications_tower,,,artificial	=	torre_de_comunicacions,artificial	=	torre_de_comunicaciones,,,,,,,,,,,artificial,torre_de_comunicacions,artificial,torre_de_comunicaciones,17168
man_made,compass_rose,,,fet per l'home	=	Rosa dels vents,hecho por el hombre	=	Rosa de los vientos,,,,,,,,,,,fet per l'home,Rosa dels vents,hecho por el hombre,Rosa de los vientos,17262
man_made,cooling,,,artificial	=	refredament,artificial	=	enfriamiento,,,,,,,,,,,artificial,refredament,artificial,enfriamiento,17162
man_made,cooling_tower,,,artificial	=	Torre de refredament,artificial	=	Torre de enfriamiento,,,,,,,,,,,artificial,Torre de refredament,artificial,Torre de enfriamiento,17178
man_made,courtyard,man_made=courtyard,,artificial	=	pati,artificial	=	patio,24311,,15,,24142,,154,,Yes,4,artificial,pati,artificial,patio,17134
man_made,crane,man_made=crane,,artificial	=	grua,artificial	=	grua,21394,,14617,0,6742,,35,,Yes,10,artificial,grua,artificial,grua,17139
man_made,cricket_nets,,,fet per l'home	=	xarxes de cricket,hecho por el hombre	=	redes de cricket,,,,,,,,,,,fet per l'home,xarxes de cricket,hecho por el hombre,redes de cricket,17261
man_made,cross,man_made=cross,,artificial	=	creu,artificial	=	cruz,31522,,31475,0,47,,,,Yes,12,artificial,creu,artificial,cruz,17138
man_made,cut_line,,,fet per l'home	=	línia de tall,hecho por el hombre	=	línea de corte,,,,,,,,,,,fet per l'home,línia de tall,hecho por el hombre,línea de corte,17249
man_made,cutline,man_made=cutline,,artificial	=	línia de tall,artificial	=	línea de corte,595696,0,78,,595418,0,200,,Yes,10,artificial,línia de tall,artificial,línea de corte,17106
man_made,desalination_plant,,,fet per l'home	=	planta dessalinitzadora,hecho por el hombre	=	planta desalinizadora,,,,,,,,,,,fet per l'home,planta dessalinitzadora,hecho por el hombre,planta desalinizadora,17255
man_made,dike,,,fet per l'home	=	dic,hecho por el hombre	=	dique,,,,,,,,,,,fet per l'home,dic,hecho por el hombre,dique,17236
man_made,dolphin,,,artificial	=	dofí,artificial	=	delfín,,,,,,,,,,,artificial,dofí,artificial,delfín,17150
man_made,dovecote,,,artificial	=	colomar,artificial	=	palomar,,,,,,,,,,,artificial,colomar,artificial,palomar,17184
man_made,drinking_fountain,,,fet per l'home	=	abeurador,hecho por el hombre	=	bebedero,,,,,,,,,,,fet per l'home,abeurador,hecho por el hombre,bebedero,17210
man_made,dyke,man_made=dyke,,artificial	=	dic,artificial	=	dique,34098,,40,,33940,,118,,Yes,14,artificial,dic,artificial,dique,17133
man_made,embankment,man_made=embankment,,artificial	=	terraplè,artificial	=	terraplén,302644,,24,,302478,0,142,,Yes,16,artificial,terraplè,artificial,terraplén,17112
man_made,excavation,,,artificial	=	excavació,artificial	=	excavación,,,,,,,,,,,artificial,excavació,artificial,excavación,17170
man_made,ferry_cable,,,fet per l'home	=	transbordador,hecho por el hombre	=	transbordador,,,,,,,,,,,fet per l'home,transbordador,hecho por el hombre,transbordador,17273
man_made,flagpole,man_made=flagpole,,artificial	=	banya de bandera,artificial	=	asta de bandera,175341,,175297,0,44,,,,Yes,14,artificial,banya de bandera,artificial,asta de bandera,17120
man_made,flare,,,artificial	=	flamarada,artificial	=	llamarada,,,,,,,,,,,artificial,flamarada,artificial,llamarada,17169
man_made,floating_storage,,,fet per l'home	=	emmagatzematge flotant,hecho por el hombre	=	almacenamiento flotante,,,,,,,,,,,fet per l'home,emmagatzematge flotant,hecho por el hombre,almacenamiento flotante,17208
man_made,footwear_decontamination,,,fet per l'home	=	descontaminació de calçat,hecho por el hombre	=	descontaminación de calzado,,,,,,,,,,,fet per l'home,descontaminació de calçat,hecho por el hombre,descontaminación de calzado,17235
man_made,frost_fan,,,fet per l'home	=	ventilador de gebre,hecho por el hombre	=	ventilador de escarcha,,,,,,,,,,,fet per l'home,ventilador de gebre,hecho por el hombre,ventilador de escarcha,17275
man_made,fuel_column,,,fet per l'home	=	columna de combustible,hecho por el hombre	=	columna de combustible,,,,,,,,,,,fet per l'home,columna de combustible,hecho por el hombre,columna de combustible,17228
man_made,funding_sign,,,fet per l'home	=	senyal de finançament,hecho por el hombre	=	señal de financiación,,,,,,,,,,,fet per l'home,senyal de finançament,hecho por el hombre,señal de financiación,17264
man_made,gantry,man_made=gantry,,artificial	=	portal,artificial	=	portal,28217,,1434,,26783,,,,Yes,4,artificial,portal,artificial,portal,17146
man_made,gas_well,,,artificial	=	pou_de_gas,artificial	=	pozo_de_gas,,,,,,,,,,,artificial,pou_de_gas,artificial,pozo_de_gas,17182
man_made,gasometer,man_made=gasometer,,artificial	=	gasòmetre,artificial	=	gasómetro,19652,,1930,,17709,,13,,Yes,12,artificial,gasòmetre,artificial,gasómetro,17136
man_made,geoglyph,,,artificial	=	geoglif,artificial	=	geoglifo,,,,,,,,,,,artificial,geoglif,artificial,geoglifo,17157
man_made,goods_conveyor,man_made=goods_conveyor,,artificial	=	transportador de mercaderies,artificial	=	transportador de mercancías,20482,,5,,20477,,,,Yes,11,artificial,transportador de mercaderies,artificial,transportador de mercancías,17144
man_made,graduation_tower,,,fet per l'home	=	torre de graduació,hecho por el hombre	=	torre de graduación,,,,,,,,,,,fet per l'home,torre de graduació,hecho por el hombre,torre de graduación,17271
man_made,ground_station,,,fet per l'home	=	estació terrestre,hecho por el hombre	=	estación terrestre,,,,,,,,,,,fet per l'home,estació terrestre,hecho por el hombre,estación terrestre,17243
man_made,groyne,man_made=groyne,,artificial	=	escullera,artificial	=	rompeolas,50026,,20,,49883,,123,,Yes,17,artificial,escullera,artificial,rompeolas,17127
man_made,guard_stone,,,fet per l'home	=	pedra de guàrdia,hecho por el hombre	=	piedra de guardia,,,,,,,,,,,fet per l'home,pedra de guàrdia,hecho por el hombre,piedra de guardia,17253
man_made,guy,,,fet per l'home	=	noi,hecho por el hombre	=	chico,,,,,,,,,,,fet per l'home,noi,hecho por el hombre,chico,17224
man_made,guy_insulator,,,fet per l'home	=	tipus aïllant,hecho por el hombre	=	tipo aislante,,,,,,,,,,,fet per l'home,tipus aïllant,hecho por el hombre,tipo aislante,17269
man_made,guy_wire,,,fet per l'home	=	filferro tipus,hecho por el hombre	=	alambre tipo,,,,,,,,,,,fet per l'home,filferro tipus,hecho por el hombre,alambre tipo,17207
man_made,handpump,,,artificial	=	bomba de mà,artificial	=	bomba de mano,,,,,,,,,,,artificial,bomba de mà,artificial,bomba de mano,17188
man_made,heap,man_made=heap,,artificial	=	munt,artificial	=	montón,46685,,50,,46523,,112,,Yes,2,artificial,munt,artificial,montón,17195
man_made,hongsalmun,,,fet per l'home	=	hongsalmun,hecho por el hombre	=	hongsalmun,,,,,,,,,,,fet per l'home,hongsalmun,hecho por el hombre,hongsalmun,17246
man_made,hot_water_tank,,,fet per l'home	=	tanc d'aigua calenta,hecho por el hombre	=	tanque de agua caliente,,,,,,,,,,,fet per l'home,tanc d'aigua calenta,hecho por el hombre,tanque de agua caliente,17267
man_made,hunting_stand,,,fet per l'home	=	lloc de caça,hecho por el hombre	=	puesto de caza,,,,,,,,,,,fet per l'home,lloc de caça,hecho por el hombre,puesto de caza,17258
man_made,ice_house,,,fet per l'home	=	casa de gel,hecho por el hombre	=	casa de hielo,,,,,,,,,,,fet per l'home,casa de gel,hecho por el hombre,casa de hielo,17221
man_made,insect_hotel,,,artificial	=	insecte_hotel,artificial	=	insecto_hotel,,,,,,,,,,,artificial,insecte_hotel,artificial,insecto_hotel,17199
man_made,jetty,,,fet per l'home	=	embarcador,hecho por el hombre	=	embarcadero,,,,,,,,,,,fet per l'home,embarcador,hecho por el hombre,embarcadero,17238
man_made,kiln,man_made=kiln,,artificial	=	forn,artificial	=	horno,32440,,26219,0,6215,,6,,Yes,10,artificial,forn,artificial,horno,17130
man_made,lamp,man_made=lamp,,artificial	=	llum,artificial	=	lámpara,15434,,15414,0,20,,,,Yes,1,artificial,llum,artificial,lámpara,17145
man_made,launch_pad,,,fet per l'home	=	plataforma de llançament,hecho por el hombre	=	plataforma de lanzamiento,,,,,,,,,,,fet per l'home,plataforma de llançament,hecho por el hombre,plataforma de lanzamiento,17256
man_made,levee,,,fet per l'home	=	dic,hecho por el hombre	=	dique,,,,,,,,,,,fet per l'home,dic,hecho por el hombre,dique,17237
man_made,lighthouse,man_made=lighthouse,,artificial	=	far,artificial	=	faro,14574,,11365,,3184,,25,,Yes,21,artificial,far,artificial,faro,17143
man_made,manhole,man_made=manhole,,artificial	=	forat dhome,artificial	=	agujero de hombre,462027,,461145,0,878,,4,,Yes,8,artificial,forat dhome,artificial,agujero de hombre,17111
man_made,marsh_terrace,man_made=marsh_terrace,,,,10431,,3019,,7412,,,,No,,,,,,12866
man_made,mast,man_made=mast,,artificial	=	pal,artificial	=	mástil,439519,,438544,0,975,,,,Yes,18,artificial,pal,artificial,mástil,17109
man_made,maypole,,,artificial	=	maig,artificial	=	mayo,,,,,,,,,,,artificial,maig,artificial,mayo,17204
man_made,measurement_station,,,fet per l'home	=	estació de mesura,hecho por el hombre	=	estación de medición,,,,,,,,,,,fet per l'home,estació de mesura,hecho por el hombre,estación de medición,17242
man_made,meridian_marker,,,fet per l'home	=	marcador de meridià,hecho por el hombre	=	marcador de meridiano,,,,,,,,,,,fet per l'home,marcador de meridià,hecho por el hombre,marcador de meridiano,17250
man_made,mine,,,artificial	=	meva,artificial	=	mía,,,,,,,,,,,artificial,meva,artificial,mía,17166
man_made,mineshaft,man_made=mineshaft,,artificial	=	pou de mina,artificial	=	pozo de mina,17319,,14346,0,2927,,46,,Yes,12,artificial,pou de mina,artificial,pozo de mina,17141
man_made,monitoring_station,man_made=monitoring_station,,artificial	=	estació_de_monitoreig,artificial	=	estación_de_monitoreo,58461,,53666,0,4746,,49,,Yes,15,artificial,estació_de_monitoreig,artificial,estación_de_monitoreo,17128
man_made,mound,,,artificial	=	monticle,artificial	=	montículo,,,,,,,,,,,artificial,monticle,artificial,montículo,17186
man_made,mountaineers_mailbox,,,fet per l'home	=	bústia de muntanyencs,hecho por el hombre	=	buzón de montañeros,,,,,,,,,,,fet per l'home,bústia de muntanyencs,hecho por el hombre,buzón de montañeros,17217
man_made,mounting_block,,,fet per l'home	=	bloc de muntatge,hecho por el hombre	=	bloque de montaje,,,,,,,,,,,fet per l'home,bloc de muntatge,hecho por el hombre,bloque de montaje,17213
man_made,mussel_raft,,,artificial	=	balsa_de_musclos,artificial	=	balsa_de_mejillones,,,,,,,,,,,artificial,balsa_de_musclos,artificial,balsa_de_mejillones,17202
man_made,obelisk,,,artificial	=	obelisc,artificial	=	obelisco,,,,,,,,,,,artificial,obelisc,artificial,obelisco,17189
man_made,observatory,,,artificial	=	observatori,artificial	=	observatorio,,,,,,,,,,,artificial,observatori,artificial,observatorio,17181
man_made,offshore_platform,,,artificial	=	plataforma marina,artificial	=	plataforma marina,,,,,,,,,,,artificial,plataforma marina,artificial,plataforma marina,17203
man_made,oil_gas_separator,,,fet per l'home	=	separador de gas d'oli,hecho por el hombre	=	separador de gas de aceite,,,,,,,,,,,fet per l'home,separador de gas d'oli,hecho por el hombre,separador de gas de aceite,17265
