key,value,tag,definition_en,definition_ca,definition_es,count_all,count_all_fraction,count_nodes,count_nodes_fraction,count_ways,count_ways_fraction,count_relations,count_relations_fraction,in_wiki,projects,key_ca,value_ca,key_es,value_es,number
fuel:diesel,yes,fuel:diesel=yes,,combustible: dièsel	=	sí,combustible: diesel	=	sí,116857,,71881,0,44326,,650,,No,7,combustible: dièsel,sí,combustible: diesel,sí,15818
fuel:e10,yes,fuel:e10=yes,,combustible: e10	=	sí,combustible: e10	=	sí,17512,,10171,,7303,,38,,No,3,combustible: e10,sí,combustible: e10,sí,15819
fuel:lpg,yes,fuel:lpg=yes,,combustible:glp	=	sí,combustible:glp	=	sí,31502,,20914,0,10477,,111,,No,7,combustible:glp,sí,combustible:glp,sí,15820
fuel:octane_91,yes,fuel:octane_91=yes,,,,10398,,5133,,5165,,100,,No,3,,,,,12893
fuel:octane_92,yes,fuel:octane_92=yes,,combustible: octano_92	=	sí,combustible: octano_92	=	sí,19353,,11453,,7643,,257,,No,3,combustible: octano_92,sí,combustible: octano_92,sí,15821
fuel:octane_95,yes,fuel:octane_95=yes,,combustible: octanatge_95	=	sí,combustible: octanaje_95	=	sí,86017,,54777,0,30759,,481,,No,3,combustible: octanatge_95,sí,combustible: octanaje_95,sí,15822
fuel:octane_98,yes,fuel:octane_98=yes,,combustible: octano_98	=	sí,combustible: octano_98	=	sí,43576,,26533,0,16883,,160,,No,3,combustible: octano_98,sí,combustible: octano_98,sí,15823
generator:output:electricity,yes,generator:output:electricity=yes,,generador:sortida:electricitat	=	sí,generador:salida:electricidad	=	sí,4746074,0,784821,0,3954975,0,6278,0,No,5,generador:sortida:electricitat,sí,generador:salida:electricidad,sí,15850
glideslope,yes,,,pendent de planeig	=	si,pendiente de planeo	=	si,,,,,,,,,,,pendent de planeig,si,pendiente de planeo,si,16008
golf_cart,yes,golf_cart=yes,,carro de golf	=	sí,carro de golf	=	sí,99867,,186,,99678,0,3,,No,1,carro de golf,sí,carro de golf,sí,16031
goods,yes,goods=yes,,béns	=	sí,bienes	=	sí,21794,,398,,21372,,24,,Yes,4,béns,sí,bienes,sí,16032
grande_circulation,yes,grande_circulation=yes,,,,27068,,,,27068,,,,No,,,,,,5368
handrail,yes,handrail=yes,,pretil	=	sí,pretil	=	sí,427597,,1034,,426554,0,9,,Yes,7,pretil,sí,pretil,sí,16067
handrail:left,yes,handrail:left=yes,,passamans:esquerra	=	sí,pasamanos:izquierdo	=	sí,38613,,1394,,37215,,4,,No,3,passamans:esquerra,sí,pasamanos:izquierdo,sí,16069
handrail:right,yes,handrail:right=yes,,passamans: dret	=	sí,pasamanos: derecho	=	sí,38757,,1396,,37354,,7,,No,3,passamans: dret,sí,pasamanos: derecho,sí,16070
harbour,yes,,,port	=	si,puerto	=	si,,,,,,,,,,,port,si,puerto,si,16072
hazard_prone,yes,,,propens a perills	=	si,propenso a peligros	=	si,,,,,,,,,,,propens a perills,si,propenso a peligros,si,16134
healthcare,yes,healthcare=yes,,cura de la salut	=	sí,cuidado de la salud	=	sí,21086,,13193,,7716,,177,,Yes,6,cura de la salut,sí,cuidado de la salud,sí,16157
hearing_loop,yes,,,bucle auditiu	=	si,bucle auditivo	=	si,,,,,,,,,,,bucle auditiu,si,bucle auditivo,si,16286
heritage,yes,heritage=yes,,herència	=	sí,herencia	=	sí,40153,,7107,,32368,,678,,No,4,herència,sí,herencia,sí,16291
hgv,yes,hgv=yes,,vhg	=	sí,vhg	=	sí,206322,,10319,,195700,0,303,,Yes,9,vhg,sí,vhg,sí,16319
hgv:national_network,yes,hgv:national_network=yes,,hgv:xarxa_nacional	=	sí,hgv:red_nacional	=	sí,366337,,,,366337,0,,,No,,hgv:xarxa_nacional,sí,hgv:red_nacional,sí,16323
hgv:state_network,yes,hgv:state_network=yes,,hgv: xarxa_estat	=	sí,hgv: red_estado	=	sí,75763,,,,75763,0,,,No,,hgv: xarxa_estat,sí,hgv: red_estado,sí,16325
highspeed,yes,highspeed=yes,,alta velocitat	=	sí,alta velocidad	=	sí,147650,,174,,147169,0,307,,No,2,alta velocitat,sí,alta velocidad,sí,16326
highway,yes,,,autopista	=	si,autopista	=	si,,,,,,,,,,,autopista,si,autopista,si,16408
hiking,yes,hiking=yes,,senderisme	=	sí,senderismo	=	sí,396140,,358547,0,35611,,1982,0,No,8,senderisme,sí,senderismo,sí,16415
historic,yes,historic=yes,,històric	=	sí,histórico	=	sí,183616,,43281,0,134063,0,6272,0,Yes,6,històric,sí,histórico,sí,16419
horse,yes,horse=yes,,cavall	=	sí,caballo	=	sí,564525,,80297,0,483951,0,277,,No,12,cavall,sí,caballo,sí,16506
hov,yes,,,hov	=	si,hov	=	si,,,,,,,,,,,hov,si,hov,si,16518
ice_road,yes,ice_road=yes,,camí_gel	=	sí,camino_hielo	=	sí,13107,,84,,13018,,5,,Yes,3,camí_gel,sí,camino_hielo,sí,16522
implicit,yes,implicit=yes,,implícit	=	sí,implícito	=	sí,28057,,230,,25,,27802,2,No,,implícit,sí,implícito,sí,16524
import,yes,import=yes,,importar	=	sí,importar	=	sí,2272917,0,354,,2266208,2,6355,0,Yes,,importar,sí,importar,sí,16525
indoor,yes,indoor=yes,,interior	=	sí,interior	=	sí,327603,,134950,0,191812,0,841,0,Yes,21,interior,sí,interior,sí,16539
indoor_seating,yes,indoor_seating=yes,,seients_interiors	=	sí,asientos_interiores	=	sí,160528,,137317,0,23172,,39,,No,19,seients_interiors,sí,asientos_interiores,sí,16548
informal,yes,informal=yes,,informal	=	sí,informal	=	sí,338755,,6339,,332278,0,138,,Yes,8,informal,sí,informal,sí,16595
intermittent,yes,intermittent=yes,,intermitent	=	sí,intermitente	=	sí,6583430,0,25491,0,6520474,0,37465,0,Yes,14,intermitent,sí,intermitente,sí,16625
internet_access,yes,internet_access=yes,,accés a Internet	=	sí,acceso a Internet	=	sí,65393,,37926,0,26350,,1117,0,Yes,27,accés a Internet,sí,acceso a Internet,sí,16628
internet_access:fee,yes,internet_access:fee=yes,,,,10207,,5637,,4397,,173,,No,27,,,,,13144
irrigated,yes,,,irrigat	=	si,irrigado	=	si,,,,,,,,,,,irrigat,si,irrigado,si,16635
irrigation,yes,,,irrigació	=	si,irrigación	=	si,,,,,,,,,,,irrigació,si,irrigación,si,16637
is_sidepath,yes,is_sidepath=yes,,ca_sidepath	=	sí,es_sidepath	=	sí,34493,,8,,34484,,1,,No,4,ca_sidepath,sí,es_sidepath,sí,16640
jeepney,yes,,,taxi col·lectiu	=	si,taxi colectivo	=	si,,,,,,,,,,,taxi col·lectiu,si,taxi colectivo,si,16651
jetski:rental,yes,,,jetski:lloguer	=	si,jetski:alquiler	=	si,,,,,,,,,,,jetski:lloguer,si,jetski:alquiler,si,16652
junction,yes,junction=yes,,unió	=	sí,unión	=	sí,123411,,81176,0,40713,,1522,0,Yes,11,unió,sí,unión,sí,16654
karst,yes,,,càrstic	=	si,kárstico	=	si,,,,,,,,,,,càrstic,si,kárstico,si,16665
kerb,yes,kerb=yes,,frenar	=	sí,frenar	=	sí,47788,,36889,0,10887,,12,,No,8,frenar,sí,frenar,sí,16670
ladder,yes,,,escala	=	si,escalera	=	si,,,,,,,,,,,escala,si,escalera,si,16676
landuse,yes,,,ús del sòl	=	si,uso del suelo	=	si,,,,,,,,,,,ús del sòl,si,uso del suelo,si,16797
lane_markings,yes,lane_markings=yes,,marques_de_carril	=	sí,marcas_de_carril	=	sí,149211,,50,,149142,0,19,,Yes,2,marques_de_carril,sí,marcas_de_carril,sí,16849
language:en,yes,language:en=yes,,,,14112,,13344,,736,,32,,No,2,,,,,9577
lcn,yes,lcn=yes,,lcn	=	sí,lcn	=	sí,208132,,3279,,204497,0,356,,Yes,3,lcn,sí,lcn,sí,16874
light_rail,yes,light_rail=yes,,Tren Lleuger	=	sí,Tren Ligero	=	sí,23594,,15883,0,6391,,1320,0,No,9,Tren Lleuger,sí,Tren Ligero,sí,16983
lit,yes,lit=yes,,il·luminat	=	sí,iluminado	=	sí,10470604,0,485538,0,9964791,0,20275,0,Yes,17,il·luminat,sí,iluminado,sí,17043
living_street,yes,living_street=yes,,viure_carrer	=	sí,vivir_calle	=	sí,321596,,36,,321545,0,15,,Yes,2,viure_carrer,sí,vivir_calle,sí,17060
localizer,yes,,,localitzador	=	si,localizador	=	si,,,,,,,,,,,localitzador,si,localizador,si,17067
location:transition,yes,location:transition=yes,,ubicació: transició	=	sí,ubicación: transición	=	sí,174059,,173798,0,261,,,,Yes,2,ubicació: transició,sí,ubicación: transición,sí,17087
lock,yes,lock=yes,,tancar	=	sí,cerrar	=	sí,11604,,307,,11273,,24,,Yes,8,tancar,sí,cerrar,sí,17088
lockable,yes,lockable=yes,,,,12557,,4893,,7660,,4,,No,2,,,,,10715
locked,yes,locked=yes,,bloquejat	=	sí,bloqueado	=	sí,128510,,117602,0,10906,,2,,Yes,4,bloquejat,sí,bloqueado,sí,17090
lottery,yes,,,loteria	=	si,lotería	=	si,,,,,,,,,,,loteria,si,lotería,si,17096
love_locks,yes,,,cadenats d'amor	=	si,candados de amor	=	si,,,,,,,,,,,cadenats d'amor,si,candados de amor,si,17097
luminous,yes,luminous=yes,,,,14811,,14137,0,674,,,,No,4,,,,,9163
magic_wand,yes,magic_wand=yes,,,,18905,,,,18464,,441,,No,,,,,,7335
male,yes,male=yes,,masculí	=	sí,masculino	=	sí,92806,,76784,0,15814,,208,,No,20,masculí,sí,masculino,sí,17101
man_made,yes,man_made=yes,,artificial	=	sí,artificial	=	sí,15814,,5339,,10363,,112,,Yes,1,artificial,sí,artificial,sí,17137
managed,yes,managed=yes,,administrat	=	si,administrado	=	si,11527,,43,,11197,,287,,Yes,3,administrat,si,administrado,si,17278
manhole,yes,manhole=yes,,forat dhome	=	sí,agujero de hombre	=	sí,24111,,24095,0,16,,,,No,1,forat dhome,sí,agujero de hombre,sí,17281
maritime,yes,maritime=yes,,marítim	=	sí,marítimo	=	sí,22176,,2926,,18432,,818,0,Yes,4,marítim,sí,marítimo,sí,17291
marker,yes,marker=yes,,,,20269,,20243,0,26,,,,No,3,,,,,6866
maxspeed:variable,yes,maxspeed:variable=yes,,velocitat màxima: variable	=	sí,velocidad máxima:variable	=	sí,18607,,812,,17746,,49,,No,,velocitat màxima: variable,sí,velocidad máxima:variable,sí,17502
mechanical,yes,mechanical=yes,,mecànic	=	sí,mecánico	=	sí,17080,,3,,17076,,1,,No,,mecànic,sí,mecánico,sí,17512
medical_system:western,yes,,,sistema mèdic:occidental	=	si,sistema medico:occidental	=	si,,,,,,,,,,,sistema mèdic:occidental,si,sistema medico:occidental,si,17520
memorial,yes,,,monument	=	si,monumento	=	si,,,,,,,,,,,monument,si,monumento,si,17543
microbrewery,yes,,,microcerveseria	=	si,microcervecería	=	si,,,,,,,,,,,microcerveseria,si,microcervecería,si,17566
military,yes,,,militar	=	si,militar	=	si,,,,,,,,,,,militar,si,militar,si,17577
mofa,yes,mofa=yes,,mofa	=	sí,mofa	=	sí,101940,,5163,,96762,0,15,,No,5,mofa,sí,mofa,sí,17597
monitoring:water_level,yes,monitoring:water_level=yes,,,,19258,,18563,0,690,,5,,No,5,,,,,7210
monitoring:weather,yes,monitoring:weather=yes,,,,11597,,9502,,2068,,27,,No,6,,,,,11590
mooring,yes,mooring=yes,,amarrador	=	sí,amarradero	=	sí,35938,,7877,,27940,,121,,Yes,5,amarrador,sí,amarradero,sí,17601
moped,yes,moped=yes,,ciclomotor	=	sí,ciclomotor	=	sí,48510,,4801,,43682,,27,,No,3,ciclomotor,sí,ciclomotor,sí,17615
motor_vehicle,yes,motor_vehicle=yes,,Vehicle de motor	=	sí,Vehículo de motor	=	sí,408289,,60530,0,346436,0,1323,0,Yes,7,Vehicle de motor,sí,Vehículo de motor,sí,17618
motorboat,yes,motorboat=yes,,motora	=	sí,motora	=	sí,24346,,54,,23950,,342,,Yes,5,motora,sí,motora,sí,17629
motorcar,yes,motorcar=yes,,automòbil	=	sí,automóvil	=	sí,230550,,139636,0,90513,0,401,,Yes,10,automòbil,sí,automóvil,sí,17632
motorcycle,yes,motorcycle=yes,,motocicleta	=	sí,motocicleta	=	sí,623554,0,65981,0,556933,0,640,,Yes,4,motocicleta,sí,motocicleta,sí,17637
motorcycle:clothes,yes,,,motocicleta:roba	=	si,motocicleta:ropa	=	si,,,,,,,,,,,motocicleta:roba,si,motocicleta:ropa,si,17644
motorcycle:parts,yes,,,parts de motocicleta	=	si,partes de motocicleta	=	si,,,,,,,,,,,parts de motocicleta,si,partes de motocicleta,si,17645
motorcycle:rental,yes,,,moto:lloguer	=	si,moto:alquiler	=	si,,,,,,,,,,,moto:lloguer,si,moto:alquiler,si,17646
motorcycle:repair,yes,,,motocicleta: reparació	=	si,motocicleta: reparación	=	si,,,,,,,,,,,motocicleta: reparació,si,motocicleta: reparación,si,17647
motorcycle:sales,yes,,,motocicleta:vendes	=	si,motocicleta:ventas	=	si,,,,,,,,,,,motocicleta:vendes,si,motocicleta:ventas,si,17648
motorcycle:theme,yes,,,motocicleta: tema	=	si,motocicleta: tema	=	si,,,,,,,,,,,motocicleta: tema,si,motocicleta: tema,si,17649
motorcycle:tyres,yes,,,motocicleta: pneumàtics	=	si,motocicleta: neumáticos	=	si,,,,,,,,,,,motocicleta: pneumàtics,si,motocicleta: neumáticos,si,17654
motorroad,yes,motorroad=yes,,carretera	=	sí,carretera	=	sí,186868,,68,,186792,0,8,,Yes,7,carretera,sí,carretera,sí,17655
mountain_pass,yes,mountain_pass=yes,,Port de muntanya	=	sí,Puerto de montaña	=	sí,37765,,37600,0,161,,4,,Yes,7,Port de muntanya,sí,Puerto de montaña,sí,17657
mtb,yes,mtb=yes,,bicicleta de muntanya	=	sí,bicicleta de montaña	=	sí,76407,,26643,0,49332,,432,,No,7,bicicleta de muntanya,sí,bicicleta de montaña,sí,17659
naptan:verified,yes,naptan:verified=yes,,naptan: verificat	=	sí,naptán: verificado	=	sí,15248,,15136,0,5,,107,,No,1,naptan: verificat,sí,naptán: verificado,sí,17723
narrow,yes,narrow=yes,,estreta	=	sí,angosto	=	sí,39674,,1756,,37916,,2,,Yes,2,estreta,sí,angosto,sí,17724
natural,yes,,,natural	=	si,natural	=	si,,,,,,,,,,,natural,si,natural,si,17765
nest_platform,yes,,,plataforma niu	=	si,plataforma nido	=	si,,,,,,,,,,,plataforma niu,si,plataforma nido,si,17835
noaddress,yes,noaddress=yes,,sense adreça	=	sí,sin dirección	=	sí,60702,,88,,60558,0,56,,Yes,,sense adreça,sí,sin dirección,sí,18178
noexit,yes,noexit=yes,,Sense sortida	=	sí,Sin salida	=	sí,2257576,0,2166823,0,90748,0,5,,Yes,8,Sense sortida,sí,Sin salida,sí,18179
nohousenumber,yes,nohousenumber=yes,,sense número de casa	=	sí,sin número de casa	=	sí,111411,,15022,0,95361,0,1028,0,Yes,8,sense número de casa,sí,sin número de casa,sí,18181
noname,yes,noname=yes,,sense nom	=	sí,sin nombre	=	sí,919629,0,21183,0,895338,0,3108,0,Yes,20,sense nom,sí,sin nombre,sí,18182
nonsquare,yes,,,no quadrat	=	si,no cuadrado	=	si,,,,,,,,,,,no quadrat,si,no cuadrado,si,18183
noref,yes,noref=yes,,noref	=	sí,noref	=	sí,116339,,35873,0,79801,0,665,,Yes,9,noref,sí,noref,sí,18184
obstacle:parking,yes,obstacle:parking=yes,,,,13454,,13240,,214,,,,No,,,,,,10022
ocean,yes,ocean=yes,,Oceà	=	sí,Oceano	=	sí,12574,,10,,8,,12556,0,No,,Oceà,sí,Oceano,sí,18203
office,yes,office=yes,,oficina	=	sí,oficina	=	sí,90675,,47906,0,42253,,516,,Yes,5,oficina,sí,oficina,sí,18207
offshore,yes,offshore=yes,,,,11400,,11380,,13,,7,,No,1,,,,,11801
on_demand,yes,,,Sota demanda	=,Bajo demanda	=	si,,,,,,,,,,,Sota demanda,,Bajo demanda,si,18315
oneway,yes,oneway=yes,,d'una sola mà	=	sí,de una sola mano	=	sí,19334055,0,745,,19331037,17,2273,0,Yes,18,d'una sola mà,sí,de una sola mano,sí,18317
oneway:bicycle,yes,oneway:bicycle=yes,,anada: bicicleta	=	sí,ida: bicicleta	=	sí,85641,,27,,85601,0,13,,Yes,7,anada: bicicleta,sí,ida: bicicleta,sí,18326
organic,yes,organic=yes,,,,13648,,10088,,3514,,46,,No,24,,,,,9903
outdoor_seating,yes,outdoor_seating=yes,,seients a l'aire lliure	=	sí,asientos al aire libre	=	sí,282808,,227988,0,54448,,372,,Yes,23,seients a l'aire lliure,sí,asientos al aire libre,sí,18407
overtaking,yes,overtaking=yes,,avançament	=	sí,adelantamiento	=	sí,25866,,276,,25589,,1,,Yes,3,avançament,sí,adelantamiento,sí,18418
parcel_mail_in,yes,parcel_mail_in=yes,,paquet_correu_en	=	sí,paquete_correo_en	=	sí,53680,,52806,0,864,,10,,No,5,paquet_correu_en,sí,paquete_correo_en,sí,18426
parcel_pickup,yes,parcel_pickup=yes,,recollida_paquet	=	sí,recogida_paquete	=	sí,51486,,50645,0,832,,9,,No,6,recollida_paquet,sí,recogida_paquete,sí,18427
park_ride,yes,park_ride=yes,,passeig del Parc	=	sí,paseo del Parque	=	sí,19907,,1519,,17825,,563,,No,7,passeig del Parc,sí,paseo del Parque,sí,18429
parking,yes,parking=yes,,estacionament	=	si,estacionamiento	=	si,10187,,6346,,3819,,22,,No,,estacionament,si,estacionamiento,si,18437
parking:both,yes,parking:both=yes,,,,13248,,5,,13243,,,,Yes,2,,,,,10171
parking:both:staggered,yes,,,estacionament:tots dos:escalonats	=	si,estacionamiento:ambos:escalonados	=	si,,,,,,,,,,,estacionament:tots dos:escalonats,si,estacionamiento:ambos:escalonados,si,18461
parking:left,yes,parking:left=yes,,,,10346,,13,,10333,,,,No,3,,,,,12960
parking:right,yes,parking:right=yes,,,,11791,,6,,11785,,,,No,3,,,,,11402
passenger,yes,,,passatger	=	si,pasajero	=	si,,,,,,,,,,,passatger,si,pasajero,si,18496
passenger_information_display,yes,passenger_information_display=yes,,pantalla_d'informació_del_passatger	=	sí,pantalla_de_información_del_pasajero	=	sí,41362,,28374,0,12121,,867,0,No,9,pantalla_d'informació_del_passatger,sí,pantalla_de_información_del_pasajero,sí,18500
passing_places,yes,passing_places=yes,,llocs de pas	=	si,lugares de paso	=	si,10692,,107,,10584,,1,,Yes,2,llocs de pas,si,lugares de paso,si,18506
payment:american_express,yes,payment:american_express=yes,,pagament: american_express	=	sí,pago: american_express	=	sí,41285,,31728,0,9384,,173,,No,3,pagament: american_express,sí,pago: american_express,sí,18510
payment:app,yes,payment:app=yes,,,,43417,,38402,0,4617,,398,,No,6,,,,,3689
payment:apple_pay,yes,payment:apple_pay=yes,,,,17786,,12992,,4394,,400,,No,1,,,,,7748
payment:cards,yes,payment:cards=yes,,pagament: targetes	=	sí,pago: tarjetas	=	sí,37285,,29320,0,6450,,1515,0,No,33,pagament: targetes,sí,pago: tarjetas,sí,18511
payment:cash,yes,payment:cash=yes,,Pagament en efectiu	=	sí,Pago en efectivo	=	sí,347062,,258193,0,78436,0,10433,0,No,37,Pagament en efectiu,sí,Pago en efectivo,sí,18512
payment:coins,yes,payment:coins=yes,,pagament:monedes	=	sí,pago:monedas	=	sí,117541,,96617,0,14116,,6808,0,No,32,pagament:monedes,sí,pago:monedas,sí,18514
payment:contactless,yes,payment:contactless=yes,,pagament: sense contacte	=	sí,pago: sin contacto	=	sí,74936,,58402,0,12462,,4072,0,No,4,pagament: sense contacte,sí,pago: sin contacto,sí,18515
payment:credit_cards,yes,payment:credit_cards=yes,,pagament:credit_cards	=	sí,pago:credit_cards	=	sí,251153,,197651,0,49904,,3598,0,No,33,pagament:credit_cards,sí,pago:credit_cards,sí,18516
payment:debit_cards,yes,payment:debit_cards=yes,,pagament:targetes_dèbit	=	sí,pago:tarjetas_débito	=	sí,204887,,160096,0,41608,,3183,0,No,32,pagament:targetes_dèbit,sí,pago:tarjetas_débito,sí,18518
payment:diners_club,yes,payment:diners_club=yes,,pagament:diners_club	=	sí,pago:diners_club	=	sí,18053,,14316,0,3659,,78,,No,3,pagament:diners_club,sí,pago:diners_club,sí,18520
payment:discover_card,yes,payment:discover_card=yes,,pagament:descobrir_targeta	=	sí,pago:descubrir_tarjeta	=	sí,22247,,17408,0,4736,,103,,No,3,pagament:descobrir_targeta,sí,pago:descubrir_tarjeta,sí,18521
payment:ep_easycard,yes,payment:ep_easycard=yes,,pagament:ep_easycard	=	sí,pago:ep_easycard	=	sí,15401,,14912,0,481,,8,,No,,pagament:ep_easycard,sí,pago:ep_easycard,sí,18522
payment:ep_ipass,yes,payment:ep_ipass=yes,,pagament:ep_ipass	=	sí,pago:ep_ipass	=	sí,15190,,14728,0,455,,7,,No,,pagament:ep_ipass,sí,pago:ep_ipass,sí,18523
payment:girocard,yes,payment:girocard=yes,,pagament:girocard	=	sí,pago:girocard	=	sí,15122,,11685,,3397,,40,,No,3,pagament:girocard,sí,pago:girocard,sí,18524
payment:google_pay,yes,payment:google_pay=yes,,,,15188,,11116,,3673,,399,,No,1,,,,,8939
payment:jcb,yes,payment:jcb=yes,,pagament: jcb	=	sí,pago: jcb	=	sí,19922,,17776,0,2071,,75,,No,3,pagament: jcb,sí,pago: jcb,sí,18525
payment:lightning,yes,payment:lightning=yes,,,,12616,,11506,,1093,,17,,No,1,,,,,10678
payment:maestro,yes,payment:maestro=yes,,pagament:mestre	=	sí,pago:maestro	=	sí,46872,,37185,0,9467,,220,,No,4,pagament:mestre,sí,pago:maestro,sí,18526
payment:mastercard,yes,payment:mastercard=yes,,pagament:mastercard	=	sí,pago:mastercard	=	sí,151057,,120651,0,29792,,614,,No,4,pagament:mastercard,sí,pago:mastercard,sí,18527
payment:notes,yes,payment:notes=yes,,pagament:notes	=	sí,pago:notas	=	sí,39798,,32860,0,6844,,94,,No,32,pagament:notes,sí,pago:notas,sí,18528
payment:onchain,yes,payment:onchain=yes,,,,10776,,9839,,921,,16,,No,1,,,,,12488
payment:telephone_cards,yes,,,pagament:telefon_targetes	=	sí,pago:telefono_tarjetas	=	sí,,,,,,,,,,,pagament:telefon_targetes,sí,pago:telefono_tarjetas,sí,18529
payment:unionpay,yes,payment:unionpay=yes,,,,14821,,9251,,1582,,3988,0,No,1,,,,,9157
payment:visa,yes,payment:visa=yes,,pagament:visat	=	sí,pago:visado	=	sí,157367,,125876,0,30857,,634,,No,4,pagament:visat,sí,pago:visado,sí,18530
payment:visa_debit,yes,payment:visa_debit=yes,,pagament: visa_debit	=	sí,pago: visa_debit	=	sí,16392,,11809,,4496,,87,,No,3,pagament: visa_debit,sí,pago: visa_debit,sí,18531
payment:visa_electron,yes,payment:visa_electron=yes,,pagament: visa_electron	=	sí,pago: visa_electron	=	sí,21900,,17124,0,4630,,146,,No,4,pagament: visa_electron,sí,pago: visa_electron,sí,18532
pilgrimage,yes,,,pelegrinatge	=	si,peregrinaje	=	si,,,,,,,,,,,pelegrinatge,si,peregrinaje,si,18535
piste:oneway,yes,piste:oneway=yes,,pista: anada	=	sí,pista: ida	=	sí,17253,,12,,16619,,622,,No,2,pista: anada,sí,pista: ida,sí,18552
place_of_mourning,yes,,,lloc de dol	=	si,lugar de luto	=	si,,,,,,,,,,,lloc de dol,si,lugar de luto,si,18598
plant:output:electricity,yes,plant:output:electricity=yes,,planta:producte:electricitat	=	sí,planta:producto:electricidad	=	sí,58313,,91,,56239,,1983,0,No,4,planta:producte:electricitat,sí,planta:producto:electricidad,sí,18619
playground,yes,,,parc infantil	=	si,parque infantil	=	si,,,,,,,,,,,parc infantil,si,parque infantil,si,18648
pole,yes,pole=yes,,,,12182,,12141,,41,,,,No,1,,,,,11022
police,yes,,,policia	=	si,policía	=	si,,,,,,,,,,,policia,si,policía,si,18676
power_supply,yes,power_supply=yes,,font d'alimentació	=	sí,fuente de alimentación	=	sí,28493,,12138,,15860,,495,,No,5,font d'alimentació,sí,fuente de alimentación,sí,18744
preschool,yes,preschool=yes,,,,11331,,3096,,8056,,179,,No,2,,,,,11873
priority_road,yes,priority_road=yes,,,,26777,,,,26777,,,,No,,,,,,5426
project:eurosha_2012,yes,project:eurosha_2012=yes,,projecte:eurosha_2012	=	sí,proyecto:eurosha_2012	=	sí,188720,,4097,,184568,0,55,,No,,projecte:eurosha_2012,sí,proyecto:eurosha_2012,sí,18771
project:mappingforniger,yes,project:mappingforniger=yes,,projecte:mappingforniger	=	sí,proyecto:mappingforniger	=	sí,12166,,2967,,9193,,6,,No,,projecte:mappingforniger,sí,proyecto:mappingforniger,sí,18772
protected,yes,protected=yes,,protegit	=	sí,protegido	=	sí,27687,,27347,0,306,,34,,No,,protegit,sí,protegido,sí,18786
pseudo,yes,,,pseudo	=	si,seudo	=	si,,,,,,,,,,,pseudo,si,seudo,si,18793
psv,yes,psv=yes,,psv	=	sí,psv	=	sí,93243,,1089,,92076,0,78,,Yes,7,psv,sí,psv,sí,18794
pump,yes,pump=yes,,bomba	=	sí,bomba	=	sí,21686,,21502,0,184,,,,No,5,bomba,sí,bomba,sí,18810
radio_transponder:AIS,yes,,,transponedor de ràdio: AIS	=	si,transpondedor de radio: AIS	=	si,,,,,,,,,,,transponedor de ràdio: AIS,si,transpondedor de radio: AIS,si,18839
railway:asfa,yes,railway:asfa=yes,,,,19465,,,,19465,,,,No,1,,,,,7129
railway:atb,yes,railway:atb=yes,,ferrocarril:atb	=	sí,ferrocarril:atb	=	sí,17852,,,,17852,,,,No,1,ferrocarril:atb,sí,ferrocarril:atb,sí,18927
railway:atc,yes,railway:atc=yes,,ferrocarril:atc	=	sí,ferrocarril:atc	=	sí,38037,,127,,37795,,115,,No,1,ferrocarril:atc,sí,ferrocarril:atc,sí,18929
railway:aws,yes,railway:aws=yes,,,,36645,,357,,36288,,,,No,1,,,,,4210
railway:ctc,yes,railway:ctc=yes,,,,36261,,31,,36229,,1,,No,,,,,,4247
railway:etms,yes,railway:etms=yes,,,,21218,,1,,21217,,,,No,1,,,,,6590
railway:kvb,yes,railway:kvb=yes,,ferrocarril:kvb	=	sí,ferrocarril:kvb	=	sí,64001,,3,,63983,0,15,,No,1,ferrocarril:kvb,sí,ferrocarril:kvb,sí,18938
railway:local_operated,yes,railway:local_operated=yes,,ferrocarril:operat_localment	=	sí,ferrocarril:operado_localmente	=	sí,38538,,36892,0,1630,,16,,No,1,ferrocarril:operat_localment,sí,ferrocarril:operado_localmente,sí,18940
railway:ls,yes,railway:ls=yes,,,,12583,,1,,12582,,,,No,1,,,,,10703
railway:lzb,yes,railway:lzb=yes,,ferrocarril: lzb	=	sí,ferrocarril: lzb	=	sí,12992,,4,,12984,,4,,No,1,ferrocarril: lzb,sí,ferrocarril: lzb,sí,18943
railway:milestone:catenary_mast,yes,railway:milestone:catenary_mast=yes,,ferrocarril: fita: catenary_mast	=	sí,ferrocarril: hito: catenary_mast	=	sí,60216,,60216,0,,,,,No,1,ferrocarril: fita: catenary_mast,sí,ferrocarril: hito: catenary_mast,sí,18944
railway:preserved,yes,railway:preserved=yes,,ferrocarril: conservat	=	sí,ferrocarril: conservado	=	sí,21566,,85,,21481,,,,No,7,ferrocarril: conservat,sí,ferrocarril: conservado,sí,18950
railway:ptc,yes,railway:ptc=yes,,,,79883,,2,,79760,0,121,,No,1,,,,,2346
railway:pzb,yes,railway:pzb=yes,,ferrocarril:pzb	=	sí,ferrocarril:pzb	=	sí,181764,,101,,181662,0,1,,No,1,ferrocarril:pzb,sí,ferrocarril:pzb,sí,18951
railway:scmt,yes,railway:scmt=yes,,ferrocarril: scmt	=	sí,ferrocarril: scmt	=	sí,47861,,1,,47860,,,,No,1,ferrocarril: scmt,sí,ferrocarril: scmt,sí,18957
railway:shp,yes,railway:shp=yes,,,,15882,,26,,15856,,,,No,1,,,,,8577
