key,value,tag,definition_en,definition_ca,definition_es,count_all,count_all_fraction,count_nodes,count_nodes_fraction,count_ways,count_ways_fraction,count_relations,count_relations_fraction,in_wiki,projects,number
tiger:county,"Morris, NJ","tiger:county=Morris, NJ","An OSM tiger:county tag with value 'Morris, NJ' used to describe tiger:county features","Una etiqueta OSM tiger:county amb valor 'Morris, NJ' utilitzada per descriure característiques tiger:county","Una etiqueta OSM tiger:county con valor 'Morris, NJ' utilizada para describir características tiger:county",16732,0.0,0,0.0,16732,0.0,0,0.0,No,0,8151
historic,citywalls,historic=citywalls,An OSM historic tag with value 'citywalls' used to describe historic features,Una etiqueta OSM historic amb valor 'citywalls' utilitzada per descriure característiques historic,Una etiqueta OSM historic con valor 'citywalls' utilizada para describir características historic,16717,0.0,167,0.0,16350,0.0,200,0.0,Yes,15,8152
addr:housenumber,730,addr:housenumber=730,An OSM addr:housenumber tag with value '730' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '730' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '730' utilizada para describir características addr:housenumber,16714,0.0,8458,0.0,8220,0.0,36,0.0,No,0,8153
addr:district,Raionul Ialoveni,addr:district=Raionul Ialoveni,An OSM addr:district tag with value 'Raionul Ialoveni' used to describe addr:district features,Una etiqueta OSM addr:district amb valor 'Raionul Ialoveni' utilitzada per descriure característiques addr:district,Una etiqueta OSM addr:district con valor 'Raionul Ialoveni' utilizada para describir características addr:district,16712,0.0,2122,0.0,14584,0.0,6,0.0,No,0,8154
building:min_level,0,building:min_level=0,An OSM building:min_level tag with value '0' used to describe building:min_level features,Una etiqueta OSM building:min_level amb valor '0' utilitzada per descriure característiques building:min_level,Una etiqueta OSM building:min_level con valor '0' utilizada para describir características building:min_level,16710,0.0,4,0.0,16532,0.0,174,0.0,No,0,8155
addr:city,Apache Junction,addr:city=Apache Junction,An OSM addr:city tag with value 'Apache Junction' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Apache Junction' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Apache Junction' utilizada para describir características addr:city,16707,0.0,5780,0.0,10924,0.0,3,0.0,No,0,8156
addr:street,Prospect Street,addr:street=Prospect Street,An OSM addr:street tag with value 'Prospect Street' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'Prospect Street' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'Prospect Street' utilizada para describir características addr:street,16706,0.0,6681,0.0,9998,0.0,27,0.0,No,0,8157
seamark:type,gate,seamark:type=gate,An OSM seamark:type tag with value 'gate' used to describe seamark:type features,Una etiqueta OSM seamark:type amb valor 'gate' utilitzada per descriure característiques seamark:type,Una etiqueta OSM seamark:type con valor 'gate' utilizada para describir características seamark:type,16705,0.0,11954,0.0,4747,0.0,4,0.0,Yes,3,8158
change:lanes:forward,no,change:lanes:forward=no,An OSM change:lanes:forward tag with value 'no' used to describe change:lanes:forward features,Una etiqueta OSM change:lanes:forward amb valor 'no' utilitzada per descriure característiques change:lanes:forward,Una etiqueta OSM change:lanes:forward con valor 'no' utilizada para describir características change:lanes:forward,16704,0.0,10,0.0,16694,0.0,0,0.0,No,1,8159
tiger:county,"San Joaquin, CA","tiger:county=San Joaquin, CA","An OSM tiger:county tag with value 'San Joaquin, CA' used to describe tiger:county features","Una etiqueta OSM tiger:county amb valor 'San Joaquin, CA' utilitzada per descriure característiques tiger:county","Una etiqueta OSM tiger:county con valor 'San Joaquin, CA' utilizada para describir características tiger:county",16701,0.0,0,0.0,16701,0.0,0,0.0,No,0,8160
sport,bowls,sport=bowls,An OSM sport tag with value 'bowls' used to describe sport features,Una etiqueta OSM sport amb valor 'bowls' utilitzada per descriure característiques sport,Una etiqueta OSM sport con valor 'bowls' utilizada para describir características sport,16700,0.0,599,0.0,16055,0.0,46,0.0,Yes,17,8161
line_arrangement,horizontal,line_arrangement=horizontal,An OSM line_arrangement tag with value 'horizontal' used to describe line_arrangement features,Una etiqueta OSM line_arrangement amb valor 'horizontal' utilitzada per descriure característiques line_arrangement,Una etiqueta OSM line_arrangement con valor 'horizontal' utilizada para describir características line_arrangement,16698,0.0,16691,0.0001,7,0.0,0,0.0,Yes,2,8162
addr:postcode,63-400,addr:postcode=63-400,An OSM addr:postcode tag with value '63-400' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '63-400' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '63-400' utilizada para describir características addr:postcode,16694,0.0,4218,0.0,12471,0.0,5,0.0,No,0,8163
addr:postcode,12020,addr:postcode=12020,An OSM addr:postcode tag with value '12020' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '12020' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '12020' utilizada para describir características addr:postcode,16693,0.0,6812,0.0,9881,0.0,0,0.0,No,0,8164
addr:housenumber,527,addr:housenumber=527,An OSM addr:housenumber tag with value '527' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '527' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '527' utilizada para describir características addr:housenumber,16692,0.0,8916,0.0,7759,0.0,17,0.0,No,0,8165
addr:housenumber,2101,addr:housenumber=2101,An OSM addr:housenumber tag with value '2101' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '2101' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '2101' utilizada para describir características addr:housenumber,16691,0.0,10094,0.0,6563,0.0,34,0.0,No,0,8166
psv,designated,psv=designated,An OSM psv tag with value 'designated' used to describe psv features,Una etiqueta OSM psv amb valor 'designated' utilitzada per descriure característiques psv,Una etiqueta OSM psv con valor 'designated' utilizada para describir características psv,16689,0.0,87,0.0,16579,0.0,23,0.0,Yes,6,8167
height,11.1,height=11.1,An OSM height tag with value '11.1' used to describe height features,Una etiqueta OSM height amb valor '11.1' utilitzada per descriure característiques height,Una etiqueta OSM height con valor '11.1' utilizada para describir características height,16681,0.0,31,0.0,16445,0.0,205,0.0,No,0,8168
addr:city,Longueuil,addr:city=Longueuil,An OSM addr:city tag with value 'Longueuil' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Longueuil' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Longueuil' utilizada para describir características addr:city,16676,0.0,16566,0.0001,109,0.0,1,0.0,No,0,8169
parking:right:fee,no,parking:right:fee=no,An OSM parking:right:fee tag with value 'no' used to describe parking:right:fee features,Una etiqueta OSM parking:right:fee amb valor 'no' utilitzada per descriure característiques parking:right:fee,Una etiqueta OSM parking:right:fee con valor 'no' utilizada para describir características parking:right:fee,16669,0.0,8,0.0,16661,0.0,0,0.0,No,1,8170
source,Bing imagery,source=Bing imagery,An OSM source tag with value 'Bing imagery' used to describe source features,Una etiqueta OSM source amb valor 'Bing imagery' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'Bing imagery' utilizada para describir características source,16664,0.0,4158,0.0,12432,0.0,74,0.0,No,0,8171
is_in:country_code,ID,is_in:country_code=ID,An OSM is_in:country_code tag with value 'ID' used to describe is_in:country_code features,Una etiqueta OSM is_in:country_code amb valor 'ID' utilitzada per descriure característiques is_in:country_code,Una etiqueta OSM is_in:country_code con valor 'ID' utilizada para describir características is_in:country_code,16663,0.0,14740,0.0001,1513,0.0,410,0.0,No,0,8172
voltage,12470,voltage=12470,An OSM voltage tag with value '12470' used to describe voltage features,Una etiqueta OSM voltage amb valor '12470' utilitzada per descriure característiques voltage,Una etiqueta OSM voltage con valor '12470' utilizada para describir características voltage,16663,0.0,18,0.0,16645,0.0,0,0.0,No,0,8173
ref,41,ref=41,An OSM ref tag with value '41' used to describe ref features,Una etiqueta OSM ref amb valor '41' utilitzada per descriure característiques ref,Una etiqueta OSM ref con valor '41' utilizada para describir características ref,16661,0.0,7092,0.0,7859,0.0,1710,0.0001,No,0,8174
source:date,2018-07-08,source:date=2018-07-08,An OSM source:date tag with value '2018-07-08' used to describe source:date features,Una etiqueta OSM source:date amb valor '2018-07-08' utilitzada per descriure característiques source:date,Una etiqueta OSM source:date con valor '2018-07-08' utilizada para describir características source:date,16661,0.0,8123,0.0,8533,0.0,5,0.0,No,0,8175
addr:hamlet,大庄里,addr:hamlet=大庄里,An OSM addr:hamlet tag with value '大庄里' used to describe addr:hamlet features,Una etiqueta OSM addr:hamlet amb valor '大庄里' utilitzada per descriure característiques addr:hamlet,Una etiqueta OSM addr:hamlet con valor '大庄里' utilizada para describir características addr:hamlet,16660,0.0,16659,0.0001,0,0.0,1,0.0,No,0,8176
addr:housenumber,825,addr:housenumber=825,An OSM addr:housenumber tag with value '825' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '825' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '825' utilizada para describir características addr:housenumber,16659,0.0,7960,0.0,8656,0.0,43,0.0,No,0,8177
addr:city,Cedar Rapids,addr:city=Cedar Rapids,An OSM addr:city tag with value 'Cedar Rapids' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Cedar Rapids' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Cedar Rapids' utilizada para describir características addr:city,16657,0.0,9704,0.0,6938,0.0,15,0.0,No,0,8178
addr:housenumber,712,addr:housenumber=712,An OSM addr:housenumber tag with value '712' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '712' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '712' utilizada para describir características addr:housenumber,16657,0.0,7688,0.0,8954,0.0,15,0.0,No,0,8179
addr:postcode,11729,addr:postcode=11729,An OSM addr:postcode tag with value '11729' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '11729' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '11729' utilizada para describir características addr:postcode,16657,0.0,8405,0.0,8246,0.0,6,0.0,No,0,8180
addr:city,Хасавюрт,addr:city=Хасавюрт,An OSM addr:city tag with value 'Хасавюрт' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Хасавюрт' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Хасавюрт' utilizada para describir características addr:city,16651,0.0,8,0.0,16638,0.0,5,0.0,No,0,8181
name,улица Ленина,name=улица Ленина,An OSM name tag with value 'улица Ленина' used to describe name features,Una etiqueta OSM name amb valor 'улица Ленина' utilitzada per descriure característiques name,Una etiqueta OSM name con valor 'улица Ленина' utilizada para describir características name,16648,0.0,75,0.0,16496,0.0,77,0.0,No,0,8182
source:addr,Maa-amet 2013,source:addr=Maa-amet 2013,An OSM source:addr tag with value 'Maa-amet 2013' used to describe source:addr features,Una etiqueta OSM source:addr amb valor 'Maa-amet 2013' utilitzada per descriure característiques source:addr,Una etiqueta OSM source:addr con valor 'Maa-amet 2013' utilizada para describir características source:addr,16646,0.0,231,0.0,16396,0.0,19,0.0,No,0,8183
addr:postcode,19380,addr:postcode=19380,An OSM addr:postcode tag with value '19380' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '19380' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '19380' utilizada para describir características addr:postcode,16645,0.0,16423,0.0001,215,0.0,7,0.0,No,0,8184
source:population,INE,source:population=INE,An OSM source:population tag with value 'INE' used to describe source:population features,Una etiqueta OSM source:population amb valor 'INE' utilitzada per descriure característiques source:population,Una etiqueta OSM source:population con valor 'INE' utilizada para describir características source:population,16645,0.0,16584,0.0001,10,0.0,51,0.0,No,0,8185
addr:housenumber,619,addr:housenumber=619,An OSM addr:housenumber tag with value '619' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '619' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '619' utilizada para describir características addr:housenumber,16644,0.0,8361,0.0,8265,0.0,18,0.0,No,0,8186
addr:housenumber,1299,addr:housenumber=1299,An OSM addr:housenumber tag with value '1299' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '1299' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '1299' utilizada para describir características addr:housenumber,16642,0.0,15235,0.0001,1398,0.0,9,0.0,No,0,8187
source:date,2024-10,source:date=2024-10,An OSM source:date tag with value '2024-10' used to describe source:date features,Una etiqueta OSM source:date amb valor '2024-10' utilitzada per descriure característiques source:date,Una etiqueta OSM source:date con valor '2024-10' utilizada para describir características source:date,16640,0.0,16635,0.0001,5,0.0,0,0.0,No,0,8188
addr:housenumber,2200,addr:housenumber=2200,An OSM addr:housenumber tag with value '2200' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '2200' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '2200' utilizada para describir características addr:housenumber,16634,0.0,9983,0.0,6578,0.0,73,0.0,No,0,8189
recycling:glass,no,recycling:glass=no,An OSM recycling:glass tag with value 'no' used to describe recycling:glass features,Una etiqueta OSM recycling:glass amb valor 'no' utilitzada per descriure característiques recycling:glass,Una etiqueta OSM recycling:glass con valor 'no' utilizada para describir características recycling:glass,16630,0.0,16134,0.0001,493,0.0,3,0.0,No,2,8190
addr:city,Ibbenbüren,addr:city=Ibbenbüren,An OSM addr:city tag with value 'Ibbenbüren' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Ibbenbüren' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Ibbenbüren' utilizada para describir características addr:city,16622,0.0,5995,0.0,10619,0.0,8,0.0,No,0,8191
addr:hamlet,西安里,addr:hamlet=西安里,An OSM addr:hamlet tag with value '西安里' used to describe addr:hamlet features,Una etiqueta OSM addr:hamlet amb valor '西安里' utilitzada per descriure característiques addr:hamlet,Una etiqueta OSM addr:hamlet con valor '西安里' utilizada para describir características addr:hamlet,16622,0.0,16619,0.0001,2,0.0,1,0.0,No,0,8192
shop,bookmaker,shop=bookmaker,An OSM shop tag with value 'bookmaker' used to describe shop features,Una etiqueta OSM shop amb valor 'bookmaker' utilitzada per descriure característiques shop,Una etiqueta OSM shop con valor 'bookmaker' utilizada para describir características shop,16621,0.0,14559,0.0001,2059,0.0,3,0.0,Yes,24,8193
addr:city,مدينه اسيوط الجديدة,addr:city=مدينه اسيوط الجديدة,An OSM addr:city tag with value 'مدينه اسيوط الجديدة' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'مدينه اسيوط الجديدة' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'مدينه اسيوط الجديدة' utilizada para describir características addr:city,16620,0.0,16599,0.0001,21,0.0,0,0.0,No,0,8194
addr:postcode,71684,addr:postcode=71684,An OSM addr:postcode tag with value '71684' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '71684' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '71684' utilizada para describir características addr:postcode,16620,0.0,16599,0.0001,21,0.0,0,0.0,No,0,8195
width,9.1,width=9.1,An OSM width tag with value '9.1' used to describe width features,Una etiqueta OSM width amb valor '9.1' utilitzada per descriure característiques width,Una etiqueta OSM width con valor '9.1' utilizada para describir características width,16620,0.0,1,0.0,16619,0.0,0,0.0,No,0,8196
addr:street,Lincoln Avenue,addr:street=Lincoln Avenue,An OSM addr:street tag with value 'Lincoln Avenue' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'Lincoln Avenue' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'Lincoln Avenue' utilizada para describir características addr:street,16612,0.0,6325,0.0,10266,0.0,21,0.0,No,0,8197
addr:city,Middle River,addr:city=Middle River,An OSM addr:city tag with value 'Middle River' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Middle River' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Middle River' utilizada para describir características addr:city,16610,0.0,7381,0.0,9225,0.0,4,0.0,No,0,8198
addr:housenumber,18B,addr:housenumber=18B,An OSM addr:housenumber tag with value '18B' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '18B' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '18B' utilizada para describir características addr:housenumber,16609,0.0,12686,0.0,3911,0.0,12,0.0,No,0,8199
addr:street,Drosselweg,addr:street=Drosselweg,An OSM addr:street tag with value 'Drosselweg' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'Drosselweg' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'Drosselweg' utilizada para describir características addr:street,16609,0.0,2569,0.0,14038,0.0,2,0.0,No,0,8200
addr:postcode,85248,addr:postcode=85248,An OSM addr:postcode tag with value '85248' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '85248' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '85248' utilizada para describir características addr:postcode,16607,0.0,860,0.0,15731,0.0,16,0.0,No,0,8201
barrier,turnstile,barrier=turnstile,An OSM barrier tag with value 'turnstile' used to describe barrier features,Una etiqueta OSM barrier amb valor 'turnstile' utilitzada per descriure característiques barrier,Una etiqueta OSM barrier con valor 'turnstile' utilizada para describir características barrier,16601,0.0,15905,0.0001,696,0.0,0,0.0,Yes,13,8202
addr:city:en,New Asyout City,addr:city:en=New Asyout City,An OSM addr:city:en tag with value 'New Asyout City' used to describe addr:city:en features,Una etiqueta OSM addr:city:en amb valor 'New Asyout City' utilitzada per descriure característiques addr:city:en,Una etiqueta OSM addr:city:en con valor 'New Asyout City' utilizada para describir características addr:city:en,16599,0.0,16599,0.0001,0,0.0,0,0.0,No,0,8203
addr:housenumber,706,addr:housenumber=706,An OSM addr:housenumber tag with value '706' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '706' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '706' utilizada para describir características addr:housenumber,16597,0.0,7830,0.0,8755,0.0,12,0.0,No,0,8204
source:geometry,"LGL, www.lgl-bw.de","source:geometry=LGL, www.lgl-bw.de","An OSM source:geometry tag with value 'LGL, www.lgl-bw.de' used to describe source:geometry features","Una etiqueta OSM source:geometry amb valor 'LGL, www.lgl-bw.de' utilitzada per descriure característiques source:geometry","Una etiqueta OSM source:geometry con valor 'LGL, www.lgl-bw.de' utilizada para describir características source:geometry",16597,0.0,3,0.0,16587,0.0,7,0.0,No,0,8205
office,accountant,office=accountant,An OSM office tag with value 'accountant' used to describe office features,Una etiqueta OSM office amb valor 'accountant' utilitzada per descriure característiques office,Una etiqueta OSM office con valor 'accountant' utilizada para describir características office,16594,0.0,13509,0.0,3059,0.0,26,0.0,Yes,10,8206
railway:signal:traversable,DE-ESO:mastschild_rot-weiss,railway:signal:traversable=DE-ESO:mastschild_rot-weiss,An OSM railway:signal:traversable tag with value 'DE-ESO:mastschild_rot-weiss' used to describe railway:signal:traversable features,Una etiqueta OSM railway:signal:traversable amb valor 'DE-ESO:mastschild_rot-weiss' utilitzada per descriure característiques railway:signal:traversable,Una etiqueta OSM railway:signal:traversable con valor 'DE-ESO:mastschild_rot-weiss' utilizada para describir características railway:signal:traversable,16594,0.0,16594,0.0001,0,0.0,0,0.0,No,1,8207
addr:street,Rivadavia,addr:street=Rivadavia,An OSM addr:street tag with value 'Rivadavia' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'Rivadavia' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'Rivadavia' utilizada para describir características addr:street,16592,0.0,16287,0.0001,304,0.0,1,0.0,No,0,8208
addr:postcode,47522,addr:postcode=47522,An OSM addr:postcode tag with value '47522' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '47522' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '47522' utilizada para describir características addr:postcode,16591,0.0,16516,0.0001,73,0.0,2,0.0,No,0,8209
addr:housenumber,1402,addr:housenumber=1402,An OSM addr:housenumber tag with value '1402' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '1402' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '1402' utilizada para describir características addr:housenumber,16590,0.0,11083,0.0,5491,0.0,16,0.0,No,0,8210
source,Oakland County,source=Oakland County,An OSM source tag with value 'Oakland County' used to describe source features,Una etiqueta OSM source amb valor 'Oakland County' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'Oakland County' utilizada para describir características source,16581,0.0,0,0.0,16580,0.0,1,0.0,No,0,8211
addr:city,Brunssum,addr:city=Brunssum,An OSM addr:city tag with value 'Brunssum' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Brunssum' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Brunssum' utilizada para describir características addr:city,16580,0.0,16554,0.0001,26,0.0,0,0.0,No,0,8212
addr:municipality,Furesø,addr:municipality=Furesø,An OSM addr:municipality tag with value 'Furesø' used to describe addr:municipality features,Una etiqueta OSM addr:municipality amb valor 'Furesø' utilitzada per descriure característiques addr:municipality,Una etiqueta OSM addr:municipality con valor 'Furesø' utilizada para describir características addr:municipality,16578,0.0,16578,0.0001,0,0.0,0,0.0,No,0,8213
source,"Bing, survey","source=Bing, survey","An OSM source tag with value 'Bing, survey' used to describe source features","Una etiqueta OSM source amb valor 'Bing, survey' utilitzada per descriure característiques source","Una etiqueta OSM source con valor 'Bing, survey' utilizada para describir características source",16573,0.0,469,0.0,16084,0.0,20,0.0,No,0,8214
addr:municipality,Lyngby-Taarbæk,addr:municipality=Lyngby-Taarbæk,An OSM addr:municipality tag with value 'Lyngby-Taarbæk' used to describe addr:municipality features,Una etiqueta OSM addr:municipality amb valor 'Lyngby-Taarbæk' utilitzada per descriure característiques addr:municipality,Una etiqueta OSM addr:municipality con valor 'Lyngby-Taarbæk' utilizada para describir características addr:municipality,16570,0.0,16570,0.0001,0,0.0,0,0.0,No,0,8215
turn:lanes:backward,through|right,turn:lanes:backward=through|right,An OSM turn:lanes:backward tag with value 'through|right' used to describe turn:lanes:backward features,Una etiqueta OSM turn:lanes:backward amb valor 'through|right' utilitzada per descriure característiques turn:lanes:backward,Una etiqueta OSM turn:lanes:backward con valor 'through|right' utilizada para describir características turn:lanes:backward,16569,0.0,4,0.0,16565,0.0,0,0.0,No,1,8216
parking:both,street_side,parking:both=street_side,An OSM parking:both tag with value 'street_side' used to describe parking:both features,Una etiqueta OSM parking:both amb valor 'street_side' utilitzada per descriure característiques parking:both,Una etiqueta OSM parking:both con valor 'street_side' utilizada para describir características parking:both,16567,0.0,1,0.0,16565,0.0,1,0.0,Yes,2,8217
addr:postcode,45140,addr:postcode=45140,An OSM addr:postcode tag with value '45140' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '45140' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '45140' utilizada para describir características addr:postcode,16566,0.0,1820,0.0,14727,0.0,19,0.0,No,0,8218
addr:place:en,Neighborhood 3,addr:place:en=Neighborhood 3,An OSM addr:place:en tag with value 'Neighborhood 3' used to describe addr:place:en features,Una etiqueta OSM addr:place:en amb valor 'Neighborhood 3' utilitzada per descriure característiques addr:place:en,Una etiqueta OSM addr:place:en con valor 'Neighborhood 3' utilizada para describir características addr:place:en,16563,0.0,16559,0.0001,4,0.0,0,0.0,No,0,8219
addr:housenumber,528,addr:housenumber=528,An OSM addr:housenumber tag with value '528' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '528' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '528' utilizada para describir características addr:housenumber,16562,0.0,8785,0.0,7756,0.0,21,0.0,No,0,8220
addr:postcode,7041,addr:postcode=07041,An OSM addr:postcode tag with value '07041' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '07041' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '07041' utilizada para describir características addr:postcode,16560,0.0,16461,0.0001,94,0.0,5,0.0,No,0,8221
source,MML 2012;survey,source=MML 2012;survey,An OSM source tag with value 'MML 2012;survey' used to describe source features,Una etiqueta OSM source amb valor 'MML 2012;survey' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'MML 2012;survey' utilizada para describir características source,16560,0.0,10502,0.0,6047,0.0,11,0.0,No,0,8222
addr:postcode,42-202,addr:postcode=42-202,An OSM addr:postcode tag with value '42-202' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '42-202' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '42-202' utilizada para describir características addr:postcode,16557,0.0,9073,0.0,7474,0.0,10,0.0,No,0,8223
addr:street,Marktplatz,addr:street=Marktplatz,An OSM addr:street tag with value 'Marktplatz' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'Marktplatz' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'Marktplatz' utilizada para describir características addr:street,16551,0.0,5518,0.0,10958,0.0,75,0.0,No,0,8224
addr:housenumber,598,addr:housenumber=598,An OSM addr:housenumber tag with value '598' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '598' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '598' utilizada para describir características addr:housenumber,16550,0.0,13404,0.0,3143,0.0,3,0.0,No,0,8225
tiger:county,"Virginia Beach, VA","tiger:county=Virginia Beach, VA","An OSM tiger:county tag with value 'Virginia Beach, VA' used to describe tiger:county features","Una etiqueta OSM tiger:county amb valor 'Virginia Beach, VA' utilitzada per descriure característiques tiger:county","Una etiqueta OSM tiger:county con valor 'Virginia Beach, VA' utilizada para describir características tiger:county",16545,0.0,0,0.0,16545,0.0,0,0.0,No,0,8226
place,municipality,place=municipality,An OSM place tag with value 'municipality' used to describe place features,Una etiqueta OSM place amb valor 'municipality' utilitzada per descriure característiques place,Una etiqueta OSM place con valor 'municipality' utilizada para describir características place,16543,0.0,3448,0.0,35,0.0,13060,1,Yes,7,8227
addr:neighbourhood,30,addr:neighbourhood=030,An OSM addr:neighbourhood tag with value '030' used to describe addr:neighbourhood features,Una etiqueta OSM addr:neighbourhood amb valor '030' utilitzada per descriure característiques addr:neighbourhood,Una etiqueta OSM addr:neighbourhood con valor '030' utilizada para describir características addr:neighbourhood,16539,0.0,16537,0.0001,2,0.0,0,0.0,No,0,8228
maxspeed:trailer,80,maxspeed:trailer=80,An OSM maxspeed:trailer tag with value '80' used to describe maxspeed:trailer features,Una etiqueta OSM maxspeed:trailer amb valor '80' utilitzada per descriure característiques maxspeed:trailer,Una etiqueta OSM maxspeed:trailer con valor '80' utilizada para describir características maxspeed:trailer,16538,0.0,34,0.0,16492,0.0,12,0.0,No,1,8229
addr:postcode,85296,addr:postcode=85296,An OSM addr:postcode tag with value '85296' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '85296' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '85296' utilizada para describir características addr:postcode,16534,0.0,1342,0.0,15186,0.0,6,0.0,No,0,8230
addr:district,العجوزه,addr:district=العجوزه,An OSM addr:district tag with value 'العجوزه' used to describe addr:district features,Una etiqueta OSM addr:district amb valor 'العجوزه' utilitzada per descriure característiques addr:district,Una etiqueta OSM addr:district con valor 'العجوزه' utilizada para describir características addr:district,16533,0.0,16049,0.0001,484,0.0,0,0.0,No,0,8231
addr:district:en,Al Agouza,addr:district:en=Al Agouza,An OSM addr:district:en tag with value 'Al Agouza' used to describe addr:district:en features,Una etiqueta OSM addr:district:en amb valor 'Al Agouza' utilitzada per descriure característiques addr:district:en,Una etiqueta OSM addr:district:en con valor 'Al Agouza' utilizada para describir características addr:district:en,16533,0.0,16049,0.0001,484,0.0,0,0.0,No,0,8232
