key,value,definition,
mooring,commercial,amarradero	=	comercial,
mooring,cruise,amarradero	=	crucero,
mooring,declaration,amarradero	=	declaración,
mooring,ferry,amarradero	=	transportar,
mooring,guest,amarradero	=	huésped,
mooring,monobuoy,amarradero	=	monoboya,
mooring,private,amarradero	=	privado,
mooring,ring,amarradero	=	anillo,
mooring,sbm,amarradero	=	sbm,
mooring,spm,amarradero	=	spm,
mooring,visitor,amarradero	=	visitante,
moped,designated,ciclomotor	=	designado,
moped,no,ciclomotor	=	no,
moped,use_sidepath,ciclomotor	=	use_sidepath,
motor_vehicle,agricultural,Vehículo de motor	=	agrícola,
motor_vehicle,agricultural;forestry,Vehículo de motor	=	agrícola;silvicultura,
motor_vehicle,customers,Vehículo de motor	=	clientes,
motor_vehicle,delivery,Vehículo de motor	=	entrega,
motor_vehicle,designated,Vehículo de motor	=	designado,
motor_vehicle,destination,Vehículo de motor	=	destino,
motor_vehicle,forestry,Vehículo de motor	=	silvicultura,
motor_vehicle,no,Vehículo de motor	=	no,
motor_vehicle,permissive,Vehículo de motor	=	permisivo,
motor_vehicle,permit,Vehículo de motor	=	permiso,
motor_vehicle,private,Vehículo de motor	=	privado,
motorboat,no,motora	=	no,
motorcar,agricultural,automóvil	=	agrícola,
motorcar,designated,automóvil	=	designado,
motorcar,destination,automóvil	=	destino,
motorcar,no,automóvil	=	no,
motorcar,private,automóvil	=	privado,
motorcycle,agricultural,motocicleta	=	agrícola,
motorcycle,designated,motocicleta	=	designado,
motorcycle,destination,motocicleta	=	destino,
motorcycle,no,motocicleta	=	no,
motorcycle_friendly,customary,apto para motocicletas	=	acostumbrado,
motorcycle:clothes,*,motocicleta:ropa	=	*,
motorcycle:type,*,motocicleta:tipo	=	*,
motorcycle:type,electric,motocicleta:tipo	=	eléctrico,
motorcycle:type,scooter,motocicleta:tipo	=	scooter,
motorcycle:type,sportbike,motocicleta:tipo	=	Bicicleta de deporte,
motorroad,no,carretera	=	no,
mountain_pass,*,Puerto de montaña	=	*,
mtb,designated,bicicleta de montaña	=	designado,
mtb,no,bicicleta de montaña	=	no,
mtb:scale,4,mtb:escala=4,
mtb:scale,0+,mtb:escala=0+,
mtb:scale:imba,0,mtb:escala:imba=0,
mtb:scale:uphill,4,mtb:escala:cuesta arriba	=	*,
mtb:scale:uphill,5,mtb:escala:uphill=5,
mtb:type,allmountain,mtb: tipo	=	Toda montaña,
mtb:type,crosscountry,mtb: tipo	=	a campo traviesa,
mtb:type,downhill,mtb: tipo	=	cuesta abajo,
museum,aerospace,museo	=	aeroespacial,
museum,agriculture,museo	=	agricultura,
museum,archaeological,museo	=	arqueológico,
museum,art,museo	=	Arte,
museum,aviation,museo	=	aviación,
museum,children,museo	=	niños,
museum,history,museo	=	historia,
museum,living_history,museo	=	historia viva,
museum,local,museo	=	local,
museum,military,museo	=	militar,
museum,nature,museo	=	naturaleza,
museum,open_air,museo	=	aire libre,
museum,railway,museo	=	ferrocarril,
museum,technology,museo	=	tecnología,
museum,transport,museo	=	transporte,
name,1,nombre=1,
name,*,nombre	=	*,
name,1st Street,nombre=1.º nombre,
name:en,7-Eleven,de Calle:en=7-Once,
name:en,FamilyMart,nombre:en=FamilyMart,
name:en,Pyaterochka,nombre:en=Pyaterochka,
name:en,Qanat,nombre:en=Qanat,
name:etymology:wikidata,*,nombre:etimología:wikidata	=	*,
name:etymology:wikidata,Q1394,nombre:etimología:wikidata=Q1394,
name:etymology:wikidata,Q42976,nombre:etimología:wikidata=Q42976,
name:etymology:wikidata,Q8027,nombre:etimología:wikidata=Q8027,
name:ja,*,nombre:ja	=	*,
name:ja,セブン-イレブン,nombre:ja=セブン-イレブン,
name:ja,ファミリーマート,nombre:ja=ファミリーマート,
name:prefix,*,prefijo del nombre	=	*,
name:prefix,East,nombre:prefijo=nombre,
name:prefix,North,Del este:prefijo=nombre,
name:prefix,South,Del norte:prefijo=nombre,
name:prefix,West,Del sur:prefijo=nombre,
name:prefix,вёска,Del oeste:prefijo=вёска,
name:prefix,село,nombre:prefijo=село,
name:prefix,урочышча,nombre:prefijo=урочышча,
name:prefix:be,*,nombre: prefijo: ser	=	*,
name:prefix:be,вёска,nombre:prefijo:ser=вёска,
name:prefix:be,урочышча,nombre:prefijo:ser=урочышча,
name:prefix:ru,*,nombre:prefijo:ru	=	*,
name:prefix:ru,деревня,nombre:prefijo:ru=деревня,
name:prefix:ru,урочище,nombre:prefijo:ru=урочище,
name:ru,Пятёрочка,nombre:ru=Пятёрочка,
name:ru,Центральная улица,nombre:ru=Центральная улица,
name:signed,no,nombre: firmado	=	no,
name:uk,Центральна вулиця,nombre:uk=Центральна вулиця,
naptan:Bearing,E,naptan:Aguantando=E,
naptan:Bearing,N,naptan:Aguantando=N,
naptan:Bearing,NE,naptan:Aguantando=NE,
naptan:Bearing,NW,naptan:Aguantando=NW,
naptan:Bearing,S,naptan:Aguantando=S,
naptan:Bearing,SE,naptan:Aguantando=SE,
naptan:Bearing,SW,naptan:Aguantando=SW,
naptan:Bearing,W,naptán: Teniendo	=	W,
naptan:BusStopType,CUS,naptan:BusStopType	=	EE.UU.,
naptan:BusStopType,MKD,naptan:BusStopType	=	MKD,
naptan:Indicator,adj,naptán: Indicador	=	adj.,
naptan:Indicator,opp,naptán: Indicador	=	oportunidad,
naptan:Indicator,Opp,naptan:Indicador=Opp,
naptan:PlusbusZoneRef,BHAMNWS,naptán:PlusbusZoneRef	=	BHAMNWS,
naptan:PlusbusZoneRef,LEEDS,naptán:PlusbusZoneRef	=	LEEDS,
naptan:PlusbusZoneRef,MNCRPIC,naptán:PlusbusZoneRef	=	MNCRPIC,
naptan:Status,*,naftan:Estado	=	*,
naptan:Status,ACT,naftan:Estado	=	ACTUAR,
naptan:StopAreaType,GPBS,naftan:StopAreaType	=	GPBS,
naptan:StopType,BCT,naftan:StopType	=	BCT,
naptan:verified,no,naptán: verificado	=	no,
natural,anthill,natural	=	hormiguero,
natural,arch,natural	=	arco,
natural,arete,natural	=	areté,
natural,atoll,natural	=	atolón,
natural,avalanche_dam,natural	=	presa de avalancha,
natural,bare_rock,natural	=	Roca desnuda,
natural,bay,natural	=	bahía,
natural,beach,natural	=	playa,
natural,bedrock,natural	=	base,
natural,birds_nest,natural	=	nido de Pájaro,
natural,blowhole,natural	=	sopladura,
natural,butte,natural	=	mota,
natural,caldera,natural	=	caldera,
natural,cape,natural	=	capa,
natural,cave,natural	=	cueva,
natural,cave_entrance,natural	=	cueva_entrada,
natural,cliff,natural	=	acantilado,
natural,cliff/Archive/Proposal,natural	=	acantilado/Archivo/Propuesta,
natural,cloud,natural	=	nube,
natural,coastline,natural	=	línea costera,
natural,col,natural	=	columna,
natural,couloir,natural	=	abismo,
natural,crater,natural	=	cráter,
natural,crevasse,natural	=	grieta,
natural,desert,natural	=	Desierto,
natural,dune,natural	=	duna,
natural,earth_bank,natural	=	banco_tierra,
natural,esker,natural	=	esker,
natural,fell,natural	=	cayó,
natural,fjord,natural	=	fiordo,
natural,fumarole,natural	=	fumarola,
natural,geothermal,natural	=	geotermia,
natural,geothermal_area,natural	=	área geotérmica,
natural,geothermal_field,natural	=	campo geotérmico,
natural,geyser,natural	=	géiser,
natural,glacier,natural	=	glaciar,
natural,gorge,natural	=	garganta,
natural,grass,natural	=	hierba,
natural,grassland,"Un pastizal es un área cubierta predominantemente de hierbas y plantas herbáceas, con pocos o ningún árbol | natural	=	pradera",
natural,ground,natural	=	terrestre,
natural,gully,natural	=	quebrada,
natural,heath,natural	=	brezo,
natural,hill,natural	=	Cerro,
natural,hot_spring,natural	=	primavera calurosa,
natural,human,natural	=	humano,
natural,hummock,natural	=	montículo,
natural,islet,natural	=	isleta,
natural,isthmus,natural	=	istmo,
natural,lake,natural	=	lago,
natural,land,natural	=	tierra,
natural,landform,natural	=	forma de relieve,
natural,landslide,natural	=	deslizamiento de tierra,
natural,lava,natural	=	lava,
natural,liana,natural	=	liana,
natural,marsh,natural	=	pantano,
natural,meadow,natural	=	prado,
natural,mesa,natural	=	colina baja,
natural,meteor_crater,natural	=	cráter de meteorito,
natural,moor,natural	=	Páramo,
natural,moraine,natural	=	morena,
natural,moss,natural	=	musgo,
natural,mountain_range,natural	=	cordillera,
natural,mud,natural	=	lodo,
natural,naled,natural	=	naled,
natural,palaeontological_site,natural	=	sitio paleontológico,
natural,peak,natural	=	cima,
natural,peninsula,natural	=	península,
natural,plant,natural	=	planta,
natural,plateau,natural	=	meseta,
natural,reef,natural	=	arrecife,
natural,ridge,natural	=	cresta,
natural,river_terrace,natural	=	terraza del río,
natural,riverbank,natural	=	orilla del río,
natural,riverbed,natural	=	cauce,
natural,rock,natural	=	roca,
natural,rock_overhang,natural	=	voladizo de roca,
natural,rocks,natural	=	rocas,
natural,saddle,natural	=	sillín,
natural,sand,natural	=	arena,
natural,scree,natural	=	piedra,
natural,scrub,natural	=	maleza,
natural,shingle,natural	=	guijarros,
natural,shoal,natural	=	banco,
natural,shrub,natural	=	arbusto,
natural,shrubbery,natural	=	arbustos,
natural,sinkhole,natural	=	sumidero,
natural,slope,natural	=	Pendiente,
natural,spring,natural	=	primavera,
natural,stone,natural	=	piedra,
natural,strait,natural	=	estrecho,
natural,termite_mound,natural	=	montículo de termitas,
natural,tidal,natural	=	de marea,
natural,tree,"Un árbol es una planta leñosa perenne con tronco, ramas y hojas que crece naturalmente en el medio ambiente | natural	=	árbol",
natural,tree_group,natural	=	árbol_grupo,
natural,tree_row,natural	=	hilera_de_árboles,
natural,tree_stump,natural	=	tocón de árbol,
natural,tree/Archived_proposal,natural	=	árbol/propuesta archivada,
natural,"tree/List_of_Genus,_Leaf_cycle,_Leaf_type","natural	=	árbol/Lista de Género, Ciclo de la hoja, Tipo de hoja",
natural,tundra,natural	=	tundra,
natural,valley,natural	=	Valle,
natural,volcano,natural	=	volcán,
natural,wallow,natural	=	revolcarse por,
natural,water,"Un cuerpo de agua es cualquier acumulación significativa de agua, como un lago, río, arroyo u océano | natural	=	agua",
natural,wetland,natural	=	humedal,
natural,wood,"Un bosque es un área forestal cubierta de árboles y vegetación leñosa, típicament más grande que una arboleda | natural	=	madera",
navigationaid,als,Ayuda a la navegación	=	también,
navigationaid,papi,Ayuda a la navegación	=	papi,
navigationaid,rwc,navigationaid=rwc,
navigationaid,rwe,navigationaid=rwe,
navigationaid,tdz,navigationaid=tdz,
navigationaid,txc,navigationaid=txc,
navigationaid,txe,navigationaid=txe,
navigationaid,vasi,Ayuda a la navegación	=	Vasi,
ncat,*,ncat	=	*,
ncat,광역시도로,ncat=광역시도로,
ncat,국도,ncat=국도,
ncat,지방도,ncat=지방도,
network,*,la red	=	*,
network,AC Transit,red=AC Transit,
network:en,G-BUS,red:en=G-red,
network:guid,DE-BW-VRN,de AUTOBÚS:guid=DE-BW-VRN,
network:guid,DE-BY-MVV,red:guid=DE-POR-MVV,
network:ja,ハローサイクリング,red:ja=ハローサイクリング,
network:ko,경기도 시내버스,red:ko=경기도 시내버스,
network:short,MVV,red:corto=MVV,
network:type,basic_network,tipo de red	=	red_básica,
network:type,lcn,tipo de red	=	lcn,
network:type,Local,tipo de red	=	Local,
network:type,lwn,tipo de red	=	lwn,
network:type,node_network,tipo de red	=	nodo_red,
network:type,rcn,tipo de red	=	rcn,
network:wikidata,Q117309,red: wikidata	=	Q117309,
network:wikidata,Q614819,red: wikidata	=	Q614819,
network:wikidata,Q928178,red:wikidata=Q928178,
network:wikipedia,de:Rhein-Main-Verkehrsverbund,red:wikipedia=de:Rhein-Principal-Verkehrsverbund,
network:wikipedia,en:Chicago Transit Authority,red:wikipedia=en:Chicago Transit red,
network:wikipedia,en:Chicago_Transit_Authority,red: wikipedia	=	es:Chicago_Transit_Autoridad,
network:wikipedia,en:Valley Metro,de Potestad:wikipedia=en:Valle Metro,
network:wikipedia,sv:Västtrafik,red:wikipedia=sv:Västtrafik,
ngbe:codigo,80214,ngbe: código	=	*,
ngbe:grupo,Relieve,ngbe:grupo	=	Relevar,
ngbe:huso,30,ngbe: huso	=	*,
ngbe:subgrupo,Parajes,ngbe: subgrupo	=	Parajes,
ngbe:tema,Toponimia,ngbe:tema	=	toponimia,
ngbe:tipotexto,S,ngbe:tipotexto	=	S,
ngbe:version,provisional,ngbe: versión	=	provisional,
nhd-shp:fcode,46003,nhd-shp:fcode	=	*,
nhd-shp:fdate,2002-01-10,nhd-shp:fdate	=	*,
NHD:Elevation,0.00000000000,NHD:Elevación=0.00000000000,
NHD:FCode,33600,NHD:FCode=33600,
nhd:fcode,39001,nhd: código f	=	*,
nhd:fcode,39004,nhd: código f	=	*,
nhd:fcode,46003,nhd: código f	=	*,
nhd:fcode,46006,nhd: código f	=	*,
nhd:fcode,46007,nhd: código f	=	*,
nhd:fcode,55800,nhd: código f	=	*,
nhd:fdate,2008-02-28,nhd:fecha	=	*,
NHD:FDate,2007/08/08,NHD: FEcha	=	*,
nhd:fdate,Fri_Dec_28_00:00:00_PST_2007,nhd:fecha	=	Vie_Dic_28_00:00:00_PST_2007,
nhd:fdate,Wed Sep 26 00:00:00 PDT 2007,nhd:fdate=Wed Sep 26 00:00:00 PDT 2007,
nhd:fdate,Wed_Sep_26_00:00:00_PDT_2007,nhd:fecha	=	miércoles_septiembre_26_00:00:00_PDT_2007,
NHD:FLOWDIR,With Digitized,NHD:FLOWDIR=Con Digitized,
NHD:FLOWDIR,With_Digitized,NHD:FLUJO DIR	=	Con_Digitalizado,
NHD:FType,460,NHD: Tipo F	=	*,
NHD:FType,ArtificialPath,NHD: Tipo F	=	camino artificial,
nhd:ftype,ArtificialPath,nhd:ftype=ArtificialPath,
NHD:FType,CanalDitch,NHD: Tipo F	=	canalzanja,
nhd:ftype,LakePond,nhd: tipo f	=	lagoestanque,
NHD:FTYPE,LakePond,NHD:FTYPE=LakePond,
NHD:FType,StreamRiver,NHD: Tipo F	=	ArroyoRío,
NHD:FTYPE,StreamRiver,NHD:FTYPE=StreamRiver,
nhd:ftype,StreamRiver,nhd:ftype=StreamRiver,
NHD:FTYPE,SwampMarsh,NHD:FTYPE	=	PantanoMarsh,
NHD:RESOLUTION,2,NHD:RESOLUCIÓN	=	*,
NHD:Resolution,High,NHD:Resolución	=	Alto,
NHD:RESOLUTION,High,NHD:RESOLUCIÓN=Alto,
NHD:RESOLUTION,Medium,NHD:RESOLUCIÓN	=	Medio,
NHS,Interstate,Servicio Nacional de Salud	=	Interestatal,
NHS,STRAHNET,Servicio Nacional de Salud	=	STRAHNET,
noexit,no,Sin salida	=	no,
notas,"por favor respete las licencias de información y de los créditos correspondientes a las fuentes originales, y a osm en sus trabajos. #LeyLleras","notas=por favor respete las licencias de información y de los créditos correspondientes un las fuentes originales, y un osm en sus trabajos. #LeyLleras",
note,*,Nota	=	*,
note,A13-06_03.xml,Nota=A13-06_03.xml,
note:ja,*,nota: sí	=	*,
note:ja,国土数値情報（鉄道データ）平成19年　国土交通省,Nota:ja=国土数値情報（鉄道データ）平成19年　国土交通省,
note:name,"Der reg_name, sowie ggf. der loc_name sind dem zugehörigen Wikipediaartikel entnommen.","nota:nombre=Der reg_nombre, sowie ggf. der loc_Nombre sind dem zugehörigen Wikipediaartikel entnommen.",
note:name,"Der_reg_name,_sowie_ggf._der_loc_name_sind_dem_zugehörigen_Wikipediaartikel_entnommen.","nota: nombre	=	Der_reg_name,_sowie_ggf._der_loc_name_sind_dem_zugehörigen_Wikipediaartikel_entnommen.",
note:post_town,Florissant,nota:post_town	=	florissant,
note:post_town,Saint Louis,Nota:Santo_de=ciudad del poste Louis,
note:post_town,Saint_Louis,nota:post_town	=	San_Louis,
notes,One Family Year-Round Residence,nota=Uno Año Familiar-Residencia Redonda,
nuclear_explosion:country,*,explosión nuclear:país	=	*,
nycdoitt:bin,3000000,nycdoitt:bin	=	*,
nycdoitt:bin,4000000,nycdoitt:bin	=	*,
nysgissam:review,existing element's addr:housenumber has different addr:housenumber,nysgissam:la reseña=que existe elemento  addr:housenumber tiene diferente addr:housenumber,
nysgissam:review,existing_element's_addr:housenumber_has_different_addr:housenumber,nysgissam: revisión	=	la_dirección:número_de_elemento_existente_tiene_diferente_dirección:número_de_casa,
nysgissam:review,found > 1 existing matching address,nysgissam:la reseña=encontró > 1 existiendo emparejando alocución,
nysgissam:review,found_>_1_existing_matching_address,nysgissam: revisión	=	encontrado_>_1_existente_coincidente_dirección,
nysgissam:review,no matching street nearby,nysgissam:reseña=ninguna calle de emparejar cercana,
nysgissam:review,no_matching_street_nearby,nysgissam: revisión	=	sin_coincidencia_calle_cercana,
nysgissam:review,repeat address,nysgissam:la reseña=repite objeto,
nysgissam:review,repeat_address,nysgissam: revisión	=	repetir_dirección,
object:city,Badalona,de alocución:ciudad=Badalona,
object:city,Düsseldorf,objeto:ciudad	=	Düsseldorf,
object:city,Tiana,objeto:ciudad=Tiana,
object:city,Valdivia,objeto:ciudad	=	Valdivia,
object:country,DE,objeto:país	=	Delaware,
observatory:type,astronomical,observatorio:tipo	=	astronómico,
observatory:type,gravitational,observatorio:tipo	=	gravitacional,
observatory:type,meteorological,observatorio:tipo	=	meteorológico,
odbl,clean,odbl	=	limpio,
office,accountant,oficina	=	contador,
office,administrative,oficina	=	administrativo,
office,adoption_agency,oficina	=	Agencia de adopción,
office,advertising_agency,oficina	=	la agencia de publicidad,
office,architect,oficina	=	arquitecto,
office,archive,oficina	=	archivo,
office,association,oficina	=	asociación | oficina	=	asociación consumidores,
office,bail_bond_agent,oficina	=	agente de fianzas,
office,call_center,oficina	=	centro de llamadas,
office,call_centre,oficina	=	centro de llamadas,
office,camping,oficina	=	cámping,
office,chamber,oficina	=	cámara,
office,charity,oficina	=	caridad,
office,company,oficina	=	empresa,
office,construction_company,oficina	=	compañía de construcción,
office,consulting,oficina	=	consultante,
office,cooperative,oficina	=	cooperativa,
office,courier,oficina	=	mensajero,
office,coworking,oficina	=	trabajo colaborativo,
office,diplomatic,oficina	=	diplomático,
office,educational_institution,oficina	=	institución educativa,
office,employment_agency,oficina	=	agencia de Empleo,
office,energy_supplier,oficina	=	proveedor_energia,
office,engineer,oficina	=	ingeniero,
office,estate_agent,oficina	=	agente inmobiliario,
office,financial,oficina	=	financiero,
office,financial_advisor,oficina	=	asesor financiero,
office,forestry,oficina	=	silvicultura,
office,foundation,oficina	=	Fundación,
office,geodesist,oficina	=	geodésico,
office,government,oficina	=	gobierno,
office,graphic_design,oficina	=	diseño gráfico,
office,guide,oficina	=	guía,
office,harbour_master,oficina	=	capitán de Puerto,
office,healthcare,oficina	=	cuidado de la salud,
office,highway,oficina	=	autopista,
office,insurance,oficina	=	seguro,
office,international_organization,oficina	=	organización Internacional,
office,it,oficina	=	informática,
office,lawyer,oficina	=	abogado,
office,lifeguard,oficina	=	Salvavidas,
office,logistics,oficina	=	logística,
office,lost_property,oficina	=	propiedad perdida,
office,medical,oficina	=	médico,
office,moving_company,oficina	=	empresa de mudanzas,
office,newspaper,oficina	=	periódico,
office,ngo,oficina	=	ong,
office,non-governmental_organization,oficina	=	organización no gubernamental,
office,notary,oficina	=	notario,
office,occupational_safety,oficina	=	seguridad Ocupacional,
office,parish,oficina	=	parroquia,
office,personal_service,oficina	=	servicio personal,
office,physician,oficina	=	médico,
office,political_party,oficina	=	partido político,
office,politician,oficina	=	político,
office,private_investigator,oficina	=	investigador privado,
office,property_management,oficina	=	propiedad administrativa,
office,publisher,oficina	=	editor,
office,quango,oficina	=	organismo estatal semiautónomo,
office,real_estate_agent,oficina	=	agente de bienes raíces,
office,realtor,oficina	=	corredor de bienes raíces,
office,reception,oficina	=	recepción,
office,register,oficina	=	registro,
office,religion,oficina	=	religión,
office,rental,oficina	=	alquiler,
office,research,oficina	=	investigar,
office,security,oficina	=	seguridad,
office,supervised_injection_site,oficina	=	sitio de inyección supervisado,
office,surveyor,oficina	=	topógrafo,
office,tax,oficina	=	impuesto,
office,tax_advisor,oficina	=	asesor fiscal,
office,telecommunication,oficina	=	telecomunicación,
office,therapist,oficina	=	terapeuta,
office,tourist_accommodation,oficina	=	alojamiento turistico,
office,translator,oficina	=	traductor,
office,transport,oficina	=	transporte,
office,travel_agent,oficina	=	agente de viajes,
office,tutoring,oficina	=	tutoría,
office,union,oficina	=	Unión,
office,university,oficina	=	Universidad,
office,visa,oficina	=	visa,
office,water_utility,oficina	=	servicio de agua,
office,wedding_planner,oficina	=	planificador de la boda,
office:realtor,*,oficina: agente inmobiliario	=	*,
official_name,Starbucks Coffee,nombre_oficial=Starbucks Café,
official_name,Starbucks_Coffee,nombre oficial	=	Starbucks_Café,
official_name:en,Seven-Eleven,nombre_oficial:es	=	Siete once,
official_status,ru:деревня,estado_oficial	=	ru:деревня,
official_status,ru:посёлок,estado_oficial=ru:посёлок,
official_status,ru:село,estado_oficial	=	ru: село,
old_railway_operator,ACL,antiguo operador ferroviario	=	LCA,
old_railway_operator,NYC,antiguo operador ferroviario	=	Nueva York,
old_railway_operator,NYH&H,antiguo operador ferroviario	=	NYH&H,
old_railway_operator,NYNH&H,antiguo operador ferroviario	=	NYNH&H,
old_railway_operator,PRR,antiguo_operador_ferroviario	=	RRP,
old_railway_operator,SAL,antiguo operador ferroviario	=	SAL,
old_railway_operator,Southern,antiguo operador ferroviario	=	Del Sur,
old_railway_operator,SP,antiguo operador ferroviario	=	SP,
old_railway_operator,SP&S,antiguo operador ferroviario	=	SP&S,
old_railway_operator,UP,antiguo operador ferroviario	=	HASTA,
oneway,-1,de una sola mano	=	*,
oneway,1,de una sola mano	=	*,
oneway,*,de una sola mano	=	*,
oneway,alternating,de una sola mano	=	alterno,
oneway,FALSE,de una sola mano	=	FALSO,
oneway,no,de una sola mano	=	no,
oneway,reversible,de una sola mano	=	reversible,
oneway,TRUE,de una sola mano	=	CIERTO,
oneway:bicycle,no,ida: bicicleta	=	no,
oneway:bus,no,ida: autobús	=	no,
oneway:mofa,no,unidireccional:mofa	=	no,
oneway:moped,no,unidireccional: ciclomotor	=	no,
oneway:motorcycle,no,ida: motocicleta	=	no,
oneway:psv,no,unidireccional: psv	=	no,
openGeoDB:version,0.2.6.11_/_2007-12-04_/_http://fa-technik.adfc.de/code/opengeodb/dump/,openGeoDB: versión	=	*,
opening_hours,*,horario de apertura	=	*,
opening_hours,08:00-22:00,horas_inaugurales=08:00-22:00,
opening_hours,24/07/23,horario de apertura	=	*,
opening_hours,24/7,horas_inaugurales=24/7,
opening_hours,Mo-Fr 08:00-16:00,horas_inaugurales=Mo-Fr 08:00-16:00,
opening_hours,sunrise-sunset,horario de apertura	=	la salida del sol puesta de sol,
opening_hours:covid19,off,horario_de_apertura:covid19	=	apagado,
opening_hours:covid19,open,horario_de_apertura:covid19	=	abierto,
opening_hours:covid19,same,horario_de_apertura:covid19	=	mismo,
opening_hours:signed,no,horario_de_apertura:firmado	=	no,
operational_status,closed,estado operativo	=	cerrado,
operational_status,open,estado operativo	=	abierto,
operational_status,operational,estado operativo	=	Operacional,
operational_status,out_of_order,estado operativo	=	fuera de servicio,
operational_status_quality,closed,estado_operativo_calidad	=	cerrado,
operational_status_quality,confirmed,estado_operacional_calidad	=	confirmado,
operational_status_quality,functional,estado_operativo_calidad	=	funcional,
operational_status_quality,needs_maintenance,estado_operativo_calidad	=	necesita mantenimiento,
operational_status_quality,ok,estado_operativo_calidad	=	OK,
operational_status_quality,restricted,estado_operativo_calidad	=	restringido,
operational_status_quality,unspecified,estado_operativo_calidad	=	no especificado,
operator,*,operador	=	*,
operator,Adif,operador=Adif,
operator:en,Central Japan Railway Company,operador:en=Empresa de Vía de Japón Central,
operator:en,Central_Japan_Railway_Company,operador:es	=	Central_Japón_Ferrocarril_Empresa,
operator:en,East_Japan_Railway_Company,operador:es	=	Este_Japón_Ferrocarril_Empresa,
operator:en,West_Japan_Railway_Company,operador:es	=	West_Japan_Railway_Company,
operator:ja,*,operador:ja	=	*,
operator:old,Western Power Distribution,operador:Distribución=de Poder Occidental vieja,
operator:old,Western_Power_Distribution,operador:viejo	=	Distribución_de_Energía_Occidental,
operator:ref:FR:SIRET,21130055300016,operador:ref:FR:SIRET	=	*,
operator:short,郵便局,operador:corto=郵便局,
operator:short:en,JP,operador:corto:en=JP,
operator:short:ja,郵便局,operador:corto:ja=郵便局,
operator:type,business,operador:tipo=operador,
operator:type,community,operador: tipo	=	comunidad,
operator:type,government,operador:tipo	=	gobierno,
operator:type,private,operador:tipo	=	privado,
operator:type,public,operador:tipo	=	público,
operator:type,religious,empresarial:tipo=operador,
operator:type,university,religioso:tipo=operador,
operator:website,https://www.usps.com,universitario:sitio web=https://www.usps.com,
operator:wikidata,Q1032001,operador:wikidata=Q1032001,
operator:wikidata,Q157645,operador:wikidata	=	Q157645,
operator:wikipedia,*,operador: wikipedia	=	*,
operator:wikipedia,pl:InPost,operador:wikipedia=pl:InPost,
operator:zh,国家电网,operador:zh=国家电网,
orchard,meadow_orchard,huerta	=	huerto del prado,
order,0,ordenar	=	*,
organ,*,Organo	=	*,
organic,only,orgánico	=	solamente,
orientation,diagonal,orientación=orientación,
orientation,parallel,diagonal=perpendicular,
orientation,perpendicular,de=orientación paralela,
osm_type,way,tipo_osm	=	camino,
osmarender:nameDirection,-1,osmarender:nombreDirección	=	*,
osmarender:nameDirection,1,osmarender:nombreDirección	=	*,
osmarender:render,no,osmarender:renderizar	=	no,
osmarender:renderName,no,osmarender:representarNombre	=	no,
osmarender:renderRef,no,osmarender:renderRef	=	no,
osmc:symbol,green:green:yellow_pointer,osmc:símbolo	=	verde:verde:puntero_amarillo,
osmc:symbol,yellow::yellow_diamond,osmc:símbolo	=	amarillo::diamante_amarillo,
osmc:symbol,yellow:white:yellow_diamond,osmc:el símbolo=amarillo:blanco:adelantamiento_de,
outdoor_seating,no,asientos al aire libre	=	no,
outdoor_seating,patio,asientos al aire libre	=	patio,
outdoor_seating,terrace,asientos al aire libre	=	terraza,
outlet,bell_mouth,toma de corriente	=	boca de campana,
outlet,direct,toma de corriente	=	directo,
outlet,noise_barrier,toma de corriente	=	barrera de ruido,
outlet,screen,toma de corriente	=	pantalla,
outlet,sock,toma de corriente	=	calcetín,
outlet,valve,toma de corriente	=	válvula,
overtaking,no,adelantamiento	=	no,
overtaking:hgv,no,diamante amarillo:hgv=ningún,
owner,Halifax Regional Municipality,dueño=Halifax dueño de,
owner,Halifax_Regional_Municipality,dueño	=	Halifax_Regional_Municipio,
owner,Région wallonne,Municipio Regional=Région wallonne,
ownership,municipal,propiedad	=	municipal,
ownership,national,propiedad=propiedad,
ownership,private,propiedad	=	privado,
ownership,public,nacional=aparcamiento,
ownership,state,propiedad	=	estado,
par,3,par    3,
par,4,par    4,
par,5,par    5,
park_ride,hov,paseo del Parque	=	hov,
park_ride,no,paseo del Parque	=	no,
parking,carports,estacionamiento	=	cocheras,
parking,garage,estacionamiento	=	garaje,
parking,garage_boxes,estacionamiento	=	garaje_cajas,
parking,lane,estacionamiento	=	carril,
parking,layby,estacionamiento	=	apartado,
parking,multi-storey,estacionamiento	=	de muchos pisos,
parking,no,estacionamiento	=	no,
parking,on_kerb,estacionamiento	=	en la acera,
parking,rooftop,estacionamiento	=	techo,
parking,sheds,estacionamiento	=	cobertizos,
parking,street_side,estacionamiento	=	lado de la calle,
parking,surface,estacionamiento	=	superficie,
parking,underground,estacionamiento	=	bajo tierra,
parking_space,bicycle,plaza de aparcamiento	=	bicicleta,
parking_space,bus,plaza de aparcamiento	=	autobús,
parking_space,caravan,plaza de aparcamiento	=	caravana,
parking_space,charging,plaza de aparcamiento	=	cargando,
parking_space,customers,plaza de aparcamiento	=	clientes,
parking_space,delivery,plaza de aparcamiento	=	entrega,
parking_space,disabled,plaza de aparcamiento	=	desactivado,
parking_space,hgv,plaza de aparcamiento	=	vhg,
parking_space,normal,plaza de aparcamiento	=	normal,
